seed,outcome,success,episode_length,detected,detection_time,intercept_time,enemy_speed,defender_speed,detection_radius,intercept_radius,threat_radius,min_enemy_soldier_dist,min_defender_enemy_dist,num_episodes,model_version,mean_tracking_error,final_tracking_error
645,soldier_caught,0,28,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.4274836,3.3992374,1000,unknown,3.000913289189339,4.804443359375
646,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,7.1791425,0.7189734,1000,unknown,1.2165243327617645,1.950783610343933
647,soldier_caught,0,17,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.0920837,3.6184049,1000,unknown,1.1573550775647163,2.109952926635742
648,intercepted,1,14,1,10,14,12.0,18.0,15.0,2.5,2.0,5.388496,1.6008134,1000,unknown,0.7889642119407654,0.24962380528450012
649,soldier_caught,0,21,1,18,-1,12.0,18.0,15.0,2.5,2.0,1.7219405,4.04669,1000,unknown,1.4587040543556213,2.92889404296875
650,soldier_caught,0,22,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.8143768,4.125657,1000,unknown,2.4859060605367023,2.2691891193389893
651,intercepted,1,15,1,11,15,12.0,18.0,15.0,2.5,2.0,4.451073,2.001648,1000,unknown,1.2027492344379425,2.402956485748291
652,soldier_caught,0,21,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.7646487,3.0235062,1000,unknown,2.334023189544678,2.605034351348877
653,unsafe_intercept,0,21,1,12,-1,12.0,18.0,15.0,2.5,2.0,2.1516438,1.5601687,1000,unknown,1.6951673924922943,2.339045763015747
654,soldier_caught,0,17,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.8328611,6.688224,1000,unknown,1.1660790741443634,0.8345674276351929
655,intercepted,1,24,1,13,24,12.0,18.0,15.0,2.5,2.0,2.9770124,0.5700655,1000,unknown,2.9477739532788596,3.0497703552246094
656,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,8.724516,2.3059907,1000,unknown,1.1791372497876484,1.7846795320510864
657,unsafe_intercept,0,13,1,8,-1,12.0,18.0,15.0,2.5,2.0,2.1412199,1.4554158,1000,unknown,1.7461024175087612,1.228438138961792
658,soldier_caught,0,24,1,16,-1,12.0,18.0,15.0,2.5,2.0,1.3901787,2.673247,1000,unknown,2.5614414082633123,3.4116244316101074
659,intercepted,1,18,1,13,18,12.0,18.0,15.0,2.5,2.0,5.0960493,1.3813618,1000,unknown,1.6011886894702911,4.123701572418213
660,soldier_caught,0,29,1,19,-1,12.0,18.0,15.0,2.5,2.0,1.9254816,2.7758,1000,unknown,2.655823983929374,0.958925724029541
661,soldier_caught,0,16,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.3552932,4.1606407,1000,unknown,2.2217045511518205,5.831021308898926
662,soldier_caught,0,24,1,14,-1,12.0,18.0,15.0,2.5,2.0,0.8764642,2.048093,1000,unknown,3.053594543175264,4.208586692810059
663,unsafe_intercept,0,16,1,12,-1,12.0,18.0,15.0,2.5,2.0,2.5249627,1.2848316,1000,unknown,1.6455102205276488,3.1347849369049072
664,intercepted,1,37,1,10,37,12.0,18.0,15.0,2.5,2.0,2.0644288,0.3220556,1000,unknown,2.582489755536829,2.0879485607147217
665,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,11.288047,1.4547929,1000,unknown,1.1738861203193665,1.4526094198226929
666,intercepted,1,15,1,12,15,12.0,18.0,15.0,2.5,2.0,5.7196445,1.6332366,1000,unknown,1.1611570417881012,1.5281331539154053
667,soldier_caught,0,17,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.8200434,3.006741,1000,unknown,2.0277308026949563,1.1315895318984985
668,intercepted,1,10,1,7,10,12.0,18.0,15.0,2.5,2.0,4.056057,1.3001814,1000,unknown,1.0055914893746376,1.0246590375900269
669,intercepted,1,24,1,17,24,12.0,18.0,15.0,2.5,2.0,2.1778913,1.8280061,1000,unknown,1.8962720856070518,2.4648373126983643
670,soldier_caught,0,12,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.5814523,3.8455615,1000,unknown,1.2932333946228027,1.3749066591262817
671,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,8.857347,1.1235365,1000,unknown,0.3790010909239451,0.7541624307632446
672,intercepted,1,14,1,8,14,12.0,18.0,15.0,2.5,2.0,3.7065818,2.3062027,1000,unknown,2.303314583642142,4.879136085510254
673,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,4.2412133,1.5132865,1000,unknown,1.3429004371166229,0.597427248954773
674,soldier_caught,0,23,1,20,-1,12.0,18.0,15.0,2.5,2.0,1.9740441,3.9873068,1000,unknown,1.3950366973876953,2.827167272567749
675,intercepted,1,18,1,12,18,12.0,18.0,15.0,2.5,2.0,9.080233,1.9102608,1000,unknown,1.4215388404471534,3.2417683601379395
676,intercepted,1,13,1,9,13,12.0,18.0,15.0,2.5,2.0,7.0539136,2.2844324,1000,unknown,1.2177229046821594,2.435896396636963
677,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,4.4061284,1.334867,1000,unknown,1.1174041032791138,0.8164295554161072
678,soldier_caught,0,10,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.1254182,4.5703726,1000,unknown,1.1084928214550018,1.4884971380233765
679,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,8.01332,1.9246066,1000,unknown,0.6316923101743063,0.5542078614234924
680,intercepted,1,23,1,12,23,12.0,18.0,15.0,2.5,2.0,5.0135107,1.2165194,1000,unknown,3.0253088573614755,4.543060302734375
681,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,9.753319,0.67972183,1000,unknown,1.433028221130371,2.602733850479126
682,intercepted,1,14,1,10,14,12.0,18.0,15.0,2.5,2.0,4.0277677,2.3951359,1000,unknown,1.3902692198753357,3.736210346221924
683,intercepted,1,15,1,12,15,12.0,18.0,15.0,2.5,2.0,5.7939496,1.8865734,1000,unknown,0.9616192281246185,1.0279314517974854
684,soldier_caught,0,15,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.8838978,3.2302368,1000,unknown,2.3084501326084137,5.081611156463623
685,intercepted,1,13,1,8,13,12.0,18.0,15.0,2.5,2.0,12.569698,0.89556694,1000,unknown,1.0635610247651737,2.388538360595703
686,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,9.6732645,1.565811,1000,unknown,0.8512127995491028,0.823888897895813
687,intercepted,1,16,1,11,16,12.0,18.0,15.0,2.5,2.0,6.0694895,2.2999732,1000,unknown,2.479691723982493,5.858428955078125
688,intercepted,1,10,1,7,10,12.0,18.0,15.0,2.5,2.0,5.4081492,1.633731,1000,unknown,1.007484883069992,1.073219895362854
689,unsafe_intercept,0,29,1,10,-1,12.0,18.0,15.0,2.5,2.0,2.9786687,0.42105415,1000,unknown,2.988114783167839,2.1347861289978027
690,soldier_caught,0,15,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.2112631,3.2179837,1000,unknown,1.1703336402773856,3.0744881629943848
691,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.486295,1.6877571,1000,unknown,0.9365802605946859,1.5232943296432495
692,intercepted,1,21,1,14,21,12.0,18.0,15.0,2.5,2.0,2.1360269,0.18329147,1000,unknown,1.9336067102849483,1.5363301038742065
693,soldier_caught,0,28,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.0775224,3.2567418,1000,unknown,2.1343367802245274,2.8431570529937744
694,intercepted,1,16,1,10,16,12.0,18.0,15.0,2.5,2.0,3.225043,2.1976414,1000,unknown,2.622691418443407,4.120689392089844
695,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,10.6823,2.0269132,1000,unknown,0.5674100120862325,0.8314425349235535
696,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,10.901612,0.49994928,1000,unknown,1.099276562531789,0.976235568523407
697,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,2.4372053,2.0532238,1000,unknown,1.4023410201072692,2.701021194458008
698,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,3.5030692,1.4286233,1000,unknown,0.9351800084114075,0.9397640824317932
699,intercepted,1,27,1,10,27,12.0,18.0,15.0,2.5,2.0,2.0068414,1.6913508,1000,unknown,2.5682804120911493,3.78330397605896
700,intercepted,1,10,1,7,10,12.0,18.0,15.0,2.5,2.0,7.0823517,1.7776886,1000,unknown,1.3584996461868286,1.322960615158081
701,intercepted,1,19,1,14,19,12.0,18.0,15.0,2.5,2.0,2.0916612,2.3871744,1000,unknown,2.1995912889639535,3.993035316467285
702,intercepted,1,17,1,14,17,12.0,18.0,15.0,2.5,2.0,5.725675,1.0449258,1000,unknown,1.2002769336104393,2.4130637645721436
703,intercepted,1,27,1,12,27,12.0,18.0,15.0,2.5,2.0,2.5314777,2.1249404,1000,unknown,3.142857313156128,2.389131784439087
704,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,3.876937,0.79535604,1000,unknown,0.8945807069540024,0.824901282787323
705,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,5.136895,0.47820595,1000,unknown,1.0143705308437347,1.778160572052002
706,intercepted,1,30,1,14,30,12.0,18.0,15.0,2.5,2.0,2.0214021,0.97536045,1000,unknown,2.859427457346636,2.0434858798980713
707,intercepted,1,15,1,9,15,12.0,18.0,15.0,2.5,2.0,3.157958,2.374816,1000,unknown,2.011213319642203,1.7426456212997437
708,intercepted,1,18,1,15,18,12.0,18.0,15.0,2.5,2.0,5.9534593,0.71083,1000,unknown,1.6472382098436356,2.27718186378479
709,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,5.0682883,2.4748166,1000,unknown,1.2566323280334473,1.3143452405929565
710,intercepted,1,15,1,12,15,12.0,18.0,15.0,2.5,2.0,7.5310316,2.4380996,1000,unknown,0.8604678362607956,0.6094890832901001
711,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,11.674854,1.8222665,1000,unknown,1.1502538373072941,1.3355191946029663
712,soldier_caught,0,17,1,11,-1,12.0,18.0,15.0,2.5,2.0,0.12015869,3.1796315,1000,unknown,1.7487921289035253,4.195435523986816
713,soldier_caught,0,16,1,8,-1,12.0,18.0,15.0,2.5,2.0,0.82108784,2.7666721,1000,unknown,2.7763607568211026,3.0719621181488037
714,intercepted,1,17,1,15,17,12.0,18.0,15.0,2.5,2.0,2.243074,1.6951734,1000,unknown,1.0246143142382305,0.7455727458000183
715,soldier_caught,0,13,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.9075067,5.8147,1000,unknown,0.7758734027544657,1.6755143404006958
716,intercepted,1,24,1,19,24,12.0,18.0,15.0,2.5,2.0,2.5127037,1.938768,1000,unknown,2.047568072875341,4.0444135665893555
717,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,4.8987,2.1821127,1000,unknown,0.9029113054275513,1.1389251947402954
718,soldier_caught,0,46,1,17,-1,12.0,18.0,15.0,2.5,2.0,1.9360065,3.4759378,1000,unknown,3.034742256005605,3.263678550720215
719,soldier_caught,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,0.84088933,1.2710837,1000,unknown,1.5847715536753337,2.392439842224121
720,unsafe_intercept,0,11,1,10,-1,12.0,18.0,15.0,2.5,2.0,2.5004303,1.8694764,1000,unknown,0.7275575399398804,0.9481889009475708
721,soldier_caught,0,12,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.3287193,3.4619915,1000,unknown,0.8623597820599874,1.2347549200057983
722,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,7.4414225,1.402628,1000,unknown,0.9420751929283142,0.7777804136276245
723,intercepted,1,9,1,7,9,12.0,18.0,15.0,2.5,2.0,5.7766414,0.47543618,1000,unknown,1.3139604131380718,1.1951931715011597
724,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,7.704447,2.4561126,1000,unknown,0.5841498672962189,0.5299835801124573
725,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,5.5414457,0.26556584,1000,unknown,1.100952833890915,1.952266812324524
726,soldier_caught,0,19,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.8099781,2.6461947,1000,unknown,2.6897006978591285,1.7065683603286743
727,soldier_caught,0,16,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.2668295,3.522884,1000,unknown,1.931308661188398,2.0857341289520264
728,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,5.9058743,0.5331761,1000,unknown,1.0126391649246216,1.019018530845642
729,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,14.114619,1.3802317,1000,unknown,0.9774920344352722,0.6629603505134583
730,soldier_caught,0,12,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.6888365,2.9782913,1000,unknown,2.028006225824356,4.22044038772583
731,intercepted,1,23,1,15,23,12.0,18.0,15.0,2.5,2.0,4.4097753,2.1375515,1000,unknown,2.926140182548099,4.793912410736084
732,intercepted,1,17,1,9,17,12.0,18.0,15.0,2.5,2.0,4.719532,1.9532776,1000,unknown,2.570221589671241,5.567502021789551
733,intercepted,1,37,1,10,37,12.0,18.0,15.0,2.5,2.0,2.1951454,0.7896016,1000,unknown,3.185507871210575,3.9279191493988037
734,intercepted,1,24,1,15,24,12.0,18.0,15.0,2.5,2.0,2.1590352,1.2950462,1000,unknown,2.4129644870758056,3.42586088180542
735,soldier_caught,0,15,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.683906,1.6213846,1000,unknown,1.5301194687684376,3.7085235118865967
736,intercepted,1,16,1,12,16,12.0,18.0,15.0,2.5,2.0,5.729681,1.7498847,1000,unknown,0.895614923350513,1.253654956817627
737,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,6.0602,0.9021774,1000,unknown,1.0522424578666687,0.7866160869598389
738,intercepted,1,18,1,9,18,12.0,18.0,15.0,2.5,2.0,3.2643254,2.25192,1000,unknown,2.6536816716194154,3.4760801792144775
739,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,3.1060398,1.7962261,1000,unknown,1.2956751048564912,1.6888394355773926
740,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,8.396529,2.1534095,1000,unknown,0.8281499445438385,0.46204647421836853
741,intercepted,1,11,1,7,11,12.0,18.0,15.0,2.5,2.0,5.3169136,0.5760262,1000,unknown,1.0550372123718261,0.7715919017791748
742,intercepted,1,26,1,12,26,12.0,18.0,15.0,2.5,2.0,3.104425,1.2509401,1000,unknown,2.834707583983739,3.318394660949707
743,soldier_caught,0,36,1,26,-1,12.0,18.0,15.0,2.5,2.0,1.4202031,2.689091,1000,unknown,2.144473975354975,2.2698607444763184
744,intercepted,1,17,1,12,17,12.0,18.0,15.0,2.5,2.0,3.461039,2.3311424,1000,unknown,2.1853892703851066,4.288389205932617
745,intercepted,1,29,1,9,29,12.0,18.0,15.0,2.5,2.0,2.2185273,0.9425498,1000,unknown,2.820406681015378,2.020277738571167
746,soldier_caught,0,12,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.557558,4.6015577,1000,unknown,1.9633972495794296,4.702827453613281
747,intercepted,1,15,1,10,15,12.0,18.0,15.0,2.5,2.0,6.2946243,1.9397483,1000,unknown,1.485287755727768,3.8169596195220947
748,intercepted,1,14,1,7,14,12.0,18.0,15.0,2.5,2.0,2.5674589,2.0467942,1000,unknown,2.2432723566889763,3.361851930618286
749,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.7542802,3.3794081,1000,unknown,0.7734135190645853,0.5963962078094482
750,intercepted,1,16,1,14,16,12.0,18.0,15.0,2.5,2.0,7.8799043,1.1539956,1000,unknown,0.30459706485271454,0.12126718461513519
751,soldier_caught,0,11,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.9524422,5.1472144,1000,unknown,1.0851185098290443,2.468256711959839
752,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,4.594823,1.7044754,1000,unknown,1.0996014773845673,1.2258715629577637
753,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,7.081972,1.0879673,1000,unknown,1.0638881474733353,0.37637069821357727
754,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,3.5050726,1.544198,1000,unknown,1.523408830165863,1.4457464218139648
755,intercepted,1,22,1,12,22,12.0,18.0,15.0,2.5,2.0,2.0335228,1.4610381,1000,unknown,2.243541804226962,1.7686488628387451
756,soldier_caught,0,18,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.9625832,3.1170313,1000,unknown,1.9859135895967484,2.276723861694336
757,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,7.681677,2.3069754,1000,unknown,2.058438718318939,4.823498725891113
758,intercepted,1,9,1,7,9,12.0,18.0,15.0,2.5,2.0,11.011565,2.423017,1000,unknown,1.036024232705434,1.2397112846374512
759,soldier_caught,0,16,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.303874,4.276962,1000,unknown,2.3365077435970307,2.6220667362213135
760,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,7.3989534,1.4015167,1000,unknown,1.1833435893058777,1.2672311067581177
761,intercepted,1,17,1,12,17,12.0,18.0,15.0,2.5,2.0,5.2008758,1.7529192,1000,unknown,1.4745558674136798,2.4414403438568115
762,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,7.0959926,1.8060278,1000,unknown,1.2884601950645447,0.9119553565979004
763,soldier_caught,0,11,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.3276607,3.6114495,1000,unknown,0.6615763381123543,2.0858659744262695
764,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,10.21707,2.453053,1000,unknown,1.079889327287674,0.7646928429603577
765,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,4.8892975,2.3615277,1000,unknown,1.2781047523021698,2.545316457748413
766,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,7.024566,1.2540534,1000,unknown,1.1008982261021931,1.9295967817306519
767,unsafe_intercept,0,10,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.014987,0.8356877,1000,unknown,1.9115452766418457,2.497070789337158
768,intercepted,1,23,1,7,23,12.0,18.0,15.0,2.5,2.0,2.4859624,2.2183511,1000,unknown,2.4857120794408463,2.0613393783569336
769,intercepted,1,15,1,12,15,12.0,18.0,15.0,2.5,2.0,8.235623,1.6320575,1000,unknown,1.0724908411502838,2.215860366821289
770,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,6.920132,1.546438,1000,unknown,1.1137742002805073,0.8098484873771667
771,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,13.629114,1.6843885,1000,unknown,1.6034577786922455,2.3178815841674805
772,soldier_caught,0,15,1,10,-1,12.0,18.0,15.0,2.5,2.0,0.43447915,5.393553,1000,unknown,1.848741461833318,3.254703998565674
773,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,9.266667,0.98970073,1000,unknown,1.3534924586613972,0.7546476125717163
774,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,5.171005,2.4827297,1000,unknown,1.269554316997528,1.799971580505371
775,intercepted,1,15,1,6,15,12.0,18.0,15.0,2.5,2.0,4.674113,0.6091864,1000,unknown,2.5327751457691194,3.212864875793457
776,soldier_caught,0,10,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.2249804,2.9161413,1000,unknown,0.5856210812926292,0.7027456164360046
777,intercepted,1,15,1,8,15,12.0,18.0,15.0,2.5,2.0,6.4310236,1.7834969,1000,unknown,2.782714206725359,5.545978546142578
778,soldier_caught,0,20,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.8472384,3.019874,1000,unknown,2.6885198300535027,1.9592046737670898
779,unsafe_intercept,0,22,1,18,-1,12.0,18.0,15.0,2.5,2.0,2.6468422,2.063327,1000,unknown,1.3922518849372865,1.2512664794921875
780,intercepted,1,9,1,6,9,12.0,18.0,15.0,2.5,2.0,3.719502,2.252785,1000,unknown,1.4851665571331978,2.279503345489502
781,soldier_caught,0,16,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.8978397,2.9577336,1000,unknown,1.6705786734819412,4.487612724304199
782,intercepted,1,17,1,9,17,12.0,18.0,15.0,2.5,2.0,3.0234823,2.1675172,1000,unknown,2.546147690878974,4.073005199432373
783,soldier_caught,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.8377075,5.079698,1000,unknown,1.119330366452535,1.2083733081817627
784,intercepted,1,8,1,6,8,12.0,18.0,15.0,2.5,2.0,8.846926,1.7828273,1000,unknown,0.729855606953303,1.4011998176574707
785,soldier_caught,0,36,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.6119022,2.9025133,1000,unknown,2.9722886223059435,2.687873125076294
786,intercepted,1,25,1,22,25,12.0,18.0,15.0,2.5,2.0,5.146796,0.4777576,1000,unknown,1.3624373599886894,2.1840481758117676
787,unsafe_intercept,0,9,1,8,-1,12.0,18.0,15.0,2.5,2.0,2.2475283,0.7974937,1000,unknown,1.2109610438346863,1.2223347425460815
788,soldier_caught,0,30,1,14,-1,12.0,18.0,15.0,2.5,2.0,0.6685613,3.6042228,1000,unknown,2.621285648906932,3.3436121940612793
789,soldier_caught,0,21,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.9511864,2.8853574,1000,unknown,2.3927467923897963,2.5575950145721436
790,soldier_caught,0,16,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.4003836,3.3826127,1000,unknown,1.9081720933318138,5.277205467224121
791,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,10.483803,1.7955983,1000,unknown,0.4591340720653534,0.43204107880592346
792,soldier_caught,0,12,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.2324381,7.030037,1000,unknown,1.0225171446800232,1.9200226068496704
793,intercepted,1,18,1,9,18,12.0,18.0,15.0,2.5,2.0,2.1152232,1.9457959,1000,unknown,1.8654922872781754,2.814598321914673
794,soldier_caught,0,16,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.1196158,3.9326057,1000,unknown,1.0815898030996323,1.2356022596359253
795,soldier_caught,0,17,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.489205,2.928026,1000,unknown,2.082049895077944,2.4951047897338867
796,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,9.386164,0.98331255,1000,unknown,0.7113131483395895,0.5787524580955505
797,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,3.418126,0.7786656,1000,unknown,1.8620686084032059,3.6869871616363525
798,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,2.3229089,0.832135,1000,unknown,0.9552783131599426,0.5244408845901489
799,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.98596954,5.9965615,1000,unknown,1.3700700799624126,1.6402825117111206
800,soldier_caught,0,21,1,16,-1,12.0,18.0,15.0,2.5,2.0,1.9350846,3.2968569,1000,unknown,1.1421824569503467,2.512857675552368
801,soldier_caught,0,28,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.5501537,2.8348188,1000,unknown,3.0142207898591695,1.9011943340301514
802,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,6.6629057,1.8079959,1000,unknown,1.5493151545524597,1.2646892070770264
803,soldier_caught,0,13,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.9299499,3.48442,1000,unknown,1.847550575931867,1.2590522766113281
804,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,10.986327,1.2130886,1000,unknown,0.9499774177869161,0.3010459542274475
805,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,11.307622,1.2422503,1000,unknown,0.8615341186523438,0.5719186067581177
806,soldier_caught,0,14,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.7943417,5.9865494,1000,unknown,1.7631441553433735,0.9996790289878845
807,intercepted,1,15,1,14,15,12.0,18.0,15.0,2.5,2.0,4.5423126,2.17484,1000,unknown,1.2101515531539917,1.3050072193145752
808,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,5.2809544,0.74660856,1000,unknown,1.170025259256363,0.6568158268928528
809,soldier_caught,0,13,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.8038937,2.590335,1000,unknown,2.005251278479894,4.701303482055664
810,intercepted,1,23,1,13,23,12.0,18.0,15.0,2.5,2.0,2.6761334,1.0275371,1000,unknown,1.8503089371052654,2.7284231185913086
811,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,12.77339,1.7632678,1000,unknown,0.9135160744190216,1.1497130393981934
812,intercepted,1,15,1,14,15,12.0,18.0,15.0,2.5,2.0,10.555435,1.7056031,1000,unknown,1.1687356233596802,0.8712711334228516
813,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,8.617018,2.3445847,1000,unknown,0.7701873183250427,0.8927634954452515
814,soldier_caught,0,21,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.856226,3.4585106,1000,unknown,2.1750469371676444,1.6340229511260986
815,intercepted,1,21,1,12,21,12.0,18.0,15.0,2.5,2.0,2.8440814,2.0033128,1000,unknown,2.1712321668863295,3.3101420402526855
816,intercepted,1,19,1,12,19,12.0,18.0,15.0,2.5,2.0,4.479566,2.4434998,1000,unknown,2.477448932826519,5.058869361877441
817,soldier_caught,0,14,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.6487054,2.6296656,1000,unknown,1.7404836118221283,4.651667594909668
818,intercepted,1,27,1,12,27,12.0,18.0,15.0,2.5,2.0,2.476939,1.8394929,1000,unknown,2.9984022304415703,2.9797630310058594
819,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,4.8934984,1.3726839,1000,unknown,0.8490874022245407,1.1596664190292358
820,intercepted,1,21,1,11,21,12.0,18.0,15.0,2.5,2.0,3.4662933,1.678723,1000,unknown,2.759033598683097,2.5163798332214355
821,soldier_caught,0,22,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.8417197,1.3834403,1000,unknown,1.8756187503988093,1.8080456256866455
822,unsafe_intercept,0,19,1,7,-1,12.0,18.0,15.0,2.5,2.0,3.2981873,1.5218829,1000,unknown,2.5163187568004313,2.171278953552246
823,soldier_caught,0,18,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.2492402,3.6252823,1000,unknown,2.5405693016946316,3.2428135871887207
824,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,4.481342,0.5663308,1000,unknown,0.7286983827749888,1.1692957878112793
825,intercepted,1,20,1,19,20,12.0,18.0,15.0,2.5,2.0,9.920884,1.83718,1000,unknown,0.5968760699033737,0.2993921935558319
826,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,5.008855,2.0685682,1000,unknown,0.9728443697094917,2.2492122650146484
827,unsafe_intercept,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,3.1898153,1.4876614,1000,unknown,0.5580192158619562,0.28456881642341614
828,soldier_caught,0,11,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.995543,2.2838778,1000,unknown,1.0745345205068588,1.7978472709655762
829,soldier_caught,0,26,1,12,-1,12.0,18.0,15.0,2.5,2.0,0.47550577,2.7809196,1000,unknown,3.0937354425589243,3.80253529548645
830,soldier_caught,0,15,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.8300735,3.5101914,1000,unknown,1.458052831888199,3.217965602874756
831,soldier_caught,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.8674126,2.7253914,1000,unknown,0.5394575397173563,0.5125604271888733
