seed,outcome,success,episode_length,detected,detection_time,intercept_time,enemy_speed,defender_speed,detection_radius,intercept_radius,threat_radius,min_enemy_soldier_dist,min_defender_enemy_dist,num_episodes,model_version,mean_tracking_error,final_tracking_error
0,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,13.222347,2.0005713,1000,unknown,0.5371703803539276,0.7001650929450989
1,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,7.48716,1.6668384,1000,unknown,0.9541826844215393,0.8617111444473267
2,soldier_caught,0,15,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.9603179,2.7310853,1000,unknown,1.233489352464676,2.3107287883758545
3,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,5.2296,1.9962989,1000,unknown,1.184329554438591,2.5891971588134766
4,soldier_caught,0,17,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.7966875,4.6303663,1000,unknown,1.8800210406382878,4.309237480163574
5,unsafe_intercept,0,14,1,13,-1,12.0,18.0,15.0,2.5,2.0,2.0448174,1.5052812,1000,unknown,0.7231918722391129,1.0153412818908691
6,unsafe_intercept,0,22,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.9291706,1.6548289,1000,unknown,3.079290751899992,1.6905744075775146
7,intercepted,1,15,1,13,15,12.0,18.0,15.0,2.5,2.0,6.11943,1.0678186,1000,unknown,1.0898765722910564,0.9952380657196045
8,unsafe_intercept,0,34,1,11,-1,12.0,18.0,15.0,2.5,2.0,2.1364446,0.74680203,1000,unknown,2.610276854286591,1.4356162548065186
9,intercepted,1,13,1,9,13,12.0,18.0,15.0,2.5,2.0,5.381633,1.3816389,1000,unknown,1.0064418256282806,1.220625877380371
10,unsafe_intercept,0,18,1,8,-1,12.0,18.0,15.0,2.5,2.0,3.3238063,1.0919274,1000,unknown,2.4396404136310923,2.446122884750366
11,intercepted,1,32,1,11,32,12.0,18.0,15.0,2.5,2.0,2.8888068,2.2033198,1000,unknown,2.5977555106986654,2.2849016189575195
12,intercepted,1,16,1,14,16,12.0,18.0,15.0,2.5,2.0,6.3209047,1.8965944,1000,unknown,0.6149669090906779,0.757882833480835
13,intercepted,1,30,1,14,30,12.0,18.0,15.0,2.5,2.0,2.8885307,2.211653,1000,unknown,3.0296630578882553,2.010847806930542
14,intercepted,1,23,1,9,23,12.0,18.0,15.0,2.5,2.0,2.0742862,2.0103395,1000,unknown,2.4534710089365643,1.1674952507019043
15,intercepted,1,16,1,12,16,12.0,18.0,15.0,2.5,2.0,4.0455523,1.8401263,1000,unknown,1.6716837018728257,4.136016845703125
16,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,8.241826,2.2854495,1000,unknown,1.1393844187259674,0.8678763508796692
17,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,6.7173543,2.1745408,1000,unknown,0.8109885305166245,1.2150492668151855
18,soldier_caught,0,21,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.4657803,3.9450345,1000,unknown,1.9549417030066252,2.8700504302978516
19,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,8.117375,1.6891222,1000,unknown,1.283652901649475,1.2057147026062012
20,soldier_caught,0,17,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.3437619,3.8916686,1000,unknown,1.9373487114906311,2.3210999965667725
21,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,4.0383563,2.212664,1000,unknown,0.9327778021494547,0.5001898407936096
22,intercepted,1,22,1,10,22,12.0,18.0,15.0,2.5,2.0,3.4341848,2.0893912,1000,unknown,3.0514409221135654,4.038738250732422
23,intercepted,1,15,1,10,15,12.0,18.0,15.0,2.5,2.0,4.972142,1.8239082,1000,unknown,1.700570618112882,3.731262445449829
24,soldier_caught,0,9,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.8203231,5.7966394,1000,unknown,0.5930794775485992,0.442556768655777
25,soldier_caught,0,15,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.6656975,3.8597038,1000,unknown,1.237592915693919,0.4747033715248108
26,intercepted,1,15,1,10,15,12.0,18.0,15.0,2.5,2.0,7.698545,1.467878,1000,unknown,1.032941848039627,2.8402295112609863
27,intercepted,1,22,1,9,22,12.0,18.0,15.0,2.5,2.0,2.4545128,0.33277172,1000,unknown,2.4920899953160967,2.017289161682129
28,soldier_caught,0,18,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.8513391,2.9318419,1000,unknown,1.6610043687479836,3.415924310684204
29,soldier_caught,0,9,1,6,-1,12.0,18.0,15.0,2.5,2.0,0.802609,3.5142434,1000,unknown,1.1902365237474442,1.5743112564086914
30,intercepted,1,13,1,7,13,12.0,18.0,15.0,2.5,2.0,4.952933,2.2421706,1000,unknown,1.810903080872127,3.6331329345703125
31,soldier_caught,0,20,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.373173,3.383323,1000,unknown,2.122008283029903,2.450892210006714
32,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,9.208032,1.5065597,1000,unknown,0.9183750152587891,0.9459776282310486
33,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,4.786523,1.0376883,1000,unknown,1.0967606604099274,1.1965831518173218
34,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,7.409934,0.33008775,1000,unknown,1.4097142418225606,0.5758853554725647
35,intercepted,1,22,1,8,22,12.0,18.0,15.0,2.5,2.0,4.726845,2.0819268,1000,unknown,3.265406060218811,3.580792188644409
36,intercepted,1,21,1,9,21,12.0,18.0,15.0,2.5,2.0,4.5337086,2.388581,1000,unknown,3.025796647255237,4.200560092926025
37,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,7.262544,2.006588,1000,unknown,0.517119899392128,0.3730064928531647
38,intercepted,1,21,1,13,21,12.0,18.0,15.0,2.5,2.0,2.2742507,0.90446943,1000,unknown,2.8328415022956,1.854417085647583
39,soldier_caught,0,17,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.8490875,2.9775558,1000,unknown,2.4584438025951387,3.3816769123077393
40,soldier_caught,0,28,1,16,-1,12.0,18.0,15.0,2.5,2.0,1.9450603,1.9246632,1000,unknown,2.6126191799457255,1.7437050342559814
41,soldier_caught,0,16,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.0475762,3.8309736,1000,unknown,0.8675950169563293,2.951160192489624
42,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.9473715,5.561511,1000,unknown,0.5260639389355978,0.5163397789001465
43,soldier_caught,0,26,1,18,-1,12.0,18.0,15.0,2.5,2.0,1.0614824,3.2620714,1000,unknown,1.8492652773857117,2.4058430194854736
44,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,9.890917,2.1597552,1000,unknown,1.1813597306609154,2.1877782344818115
45,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,5.09336,2.3388638,1000,unknown,0.8340142071247101,0.9574404358863831
46,intercepted,1,15,1,13,15,12.0,18.0,15.0,2.5,2.0,5.434174,1.3195338,1000,unknown,0.9631656209627787,0.8724467754364014
47,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,6.858227,1.8198843,1000,unknown,0.8714567124843597,1.0567891597747803
48,intercepted,1,14,1,10,14,12.0,18.0,15.0,2.5,2.0,14.333192,2.3040953,1000,unknown,1.0423504769802094,1.4380296468734741
49,intercepted,1,17,1,10,17,12.0,18.0,15.0,2.5,2.0,2.641338,1.4553301,1000,unknown,2.273426376283169,1.8869922161102295
50,intercepted,1,21,1,13,21,12.0,18.0,15.0,2.5,2.0,2.8750205,1.826088,1000,unknown,2.3289018405808344,3.0657997131347656
51,intercepted,1,15,1,10,15,12.0,18.0,15.0,2.5,2.0,3.0592792,0.96021616,1000,unknown,1.5586187491814296,0.9581587314605713
52,soldier_caught,0,16,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.8913996,4.22596,1000,unknown,2.1557459575789317,1.801361083984375
53,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,13.676131,2.4335756,1000,unknown,1.2670718828837078,1.3576797246932983
54,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,6.303452,0.8434053,1000,unknown,0.8559821049372355,0.7982466816902161
55,intercepted,1,17,1,12,17,12.0,18.0,15.0,2.5,2.0,5.419263,1.2417327,1000,unknown,1.4583199520905812,2.122728109359741
56,soldier_caught,0,25,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.4358693,2.8034508,1000,unknown,2.125710831238673,2.5561206340789795
57,soldier_caught,0,12,1,6,-1,12.0,18.0,15.0,2.5,2.0,1.3052697,3.7031522,1000,unknown,2.2131202731813704,5.648859024047852
58,intercepted,1,16,1,11,16,12.0,18.0,15.0,2.5,2.0,2.60479,0.53445816,1000,unknown,1.610437661409378,2.6765694618225098
59,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,4.934943,2.3945034,1000,unknown,0.8380095660686493,1.3284051418304443
60,soldier_caught,0,18,1,14,-1,12.0,18.0,15.0,2.5,2.0,0.94456273,4.7376304,1000,unknown,1.6745846152305603,3.7128326892852783
61,intercepted,1,14,1,10,14,12.0,18.0,15.0,2.5,2.0,3.4972994,1.4716673,1000,unknown,1.007635807991028,1.9034725427627563
62,intercepted,1,24,1,12,24,12.0,18.0,15.0,2.5,2.0,2.3681586,2.1541424,1000,unknown,2.080702781677246,2.500093460083008
63,soldier_caught,0,19,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.7106043,4.66604,1000,unknown,2.1119394501050315,4.013317584991455
64,intercepted,1,11,1,7,11,12.0,18.0,15.0,2.5,2.0,6.189592,2.243835,1000,unknown,1.295750868320465,3.247934341430664
65,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,5.2418933,1.3879702,1000,unknown,0.958744615316391,1.4555678367614746
66,soldier_caught,0,13,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.5517597,3.564628,1000,unknown,1.554243266582489,3.6318585872650146
67,intercepted,1,15,1,10,15,12.0,18.0,15.0,2.5,2.0,2.4000711,2.0029147,1000,unknown,1.4246866504351299,2.4225034713745117
68,soldier_caught,0,16,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.5211781,1.0481472,1000,unknown,1.0002979561686516,2.2890994548797607
69,intercepted,1,16,1,12,16,12.0,18.0,15.0,2.5,2.0,12.661524,2.0850408,1000,unknown,0.7981357634067535,1.0801372528076172
70,unsafe_intercept,0,17,1,11,-1,12.0,18.0,15.0,2.5,2.0,3.1223607,0.983036,1000,unknown,1.9197752731187003,3.889662742614746
71,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,8.715449,2.236692,1000,unknown,0.6726752718289694,0.8492127060890198
72,soldier_caught,0,14,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.7913219,7.129656,1000,unknown,1.0474103887875874,1.2181130647659302
73,soldier_caught,0,16,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.6799252,2.659253,1000,unknown,1.9558908428464616,4.874600887298584
74,intercepted,1,9,1,7,9,12.0,18.0,15.0,2.5,2.0,8.306593,1.9235435,1000,unknown,0.7335083683331808,1.158509373664856
75,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,11.312119,1.1886975,1000,unknown,0.8386009261012077,1.1765767335891724
76,soldier_caught,0,14,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.7560902,4.858264,1000,unknown,1.297858456770579,1.168723464012146
77,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,9.172832,1.0454448,1000,unknown,1.1788950562477112,1.1579221487045288
78,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,4.470525,2.4637523,1000,unknown,1.595536708831787,1.6249572038650513
79,soldier_caught,0,17,1,16,-1,12.0,18.0,15.0,2.5,2.0,0.92442775,4.392509,1000,unknown,1.0987821221351624,0.8057712316513062
80,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,6.574605,1.3072673,1000,unknown,0.5338431100050608,0.7777714729309082
81,soldier_caught,0,22,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.5468341,2.5319111,1000,unknown,2.3524450987577437,3.0446770191192627
82,unsafe_intercept,0,15,1,13,-1,12.0,18.0,15.0,2.5,2.0,2.2329416,1.6284658,1000,unknown,1.1888838013013203,1.2517086267471313
83,soldier_caught,0,16,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.9526371,4.095587,1000,unknown,1.4862771332263947,3.2788548469543457
84,soldier_caught,0,16,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.4059166,5.295578,1000,unknown,0.8826515376567841,0.8248977661132812
85,intercepted,1,8,1,7,8,12.0,18.0,15.0,2.5,2.0,4.2151885,1.8982047,1000,unknown,0.2789672277867794,0.5446987152099609
86,intercepted,1,19,1,12,19,12.0,18.0,15.0,2.5,2.0,2.233304,2.2018569,1000,unknown,1.868507705628872,2.665663719177246
87,intercepted,1,19,1,15,19,12.0,18.0,15.0,2.5,2.0,6.3481264,1.6606743,1000,unknown,1.7506835341453553,4.204981327056885
88,intercepted,1,36,1,10,36,12.0,18.0,15.0,2.5,2.0,2.6076086,1.8720704,1000,unknown,3.2441798360259444,1.4346091747283936
89,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,6.453895,1.913666,1000,unknown,0.7870085835456848,0.2676953673362732
90,intercepted,1,12,1,7,12,12.0,18.0,15.0,2.5,2.0,14.084572,2.403205,1000,unknown,1.4495148013035457,2.9041495323181152
91,intercepted,1,19,1,12,19,12.0,18.0,15.0,2.5,2.0,2.2735913,1.1230379,1000,unknown,2.113875925540924,3.42877197265625
92,unsafe_intercept,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,2.1946778,0.9880801,1000,unknown,1.2580473273992538,1.9128302335739136
93,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,7.8463497,0.9686379,1000,unknown,1.356529128551483,2.482616424560547
94,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,6.1273675,2.3009143,1000,unknown,0.50649493932724,0.41857367753982544
95,soldier_caught,0,17,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.7913234,5.3333,1000,unknown,1.1666066944599152,1.7361763715744019
96,soldier_caught,0,16,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.1038723,4.0216722,1000,unknown,2.021895003318787,4.839160919189453
97,soldier_caught,0,16,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.5577755,2.0520353,1000,unknown,1.3521616856257122,0.830096423625946
98,unsafe_intercept,0,14,1,10,-1,12.0,18.0,15.0,2.5,2.0,2.7157848,0.8016173,1000,unknown,1.4520782947540283,1.2055264711380005
99,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,4.28598,2.3137283,1000,unknown,0.9792537987232208,1.9875454902648926
100,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,8.826482,2.4020088,1000,unknown,1.2138628959655762,0.7011973857879639
101,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,8.824155,2.2577012,1000,unknown,0.5230332414309183,0.39715710282325745
102,unsafe_intercept,0,12,1,10,-1,12.0,18.0,15.0,2.5,2.0,2.9597116,2.2102833,1000,unknown,0.6734772721926371,0.815919041633606
103,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,8.518767,2.4749844,1000,unknown,1.0800408720970154,1.3904142379760742
104,intercepted,1,24,1,18,24,12.0,18.0,15.0,2.5,2.0,9.831313,2.399992,1000,unknown,2.2107494984354292,4.62383508682251
105,intercepted,1,21,1,13,21,12.0,18.0,15.0,2.5,2.0,2.3456683,1.980153,1000,unknown,1.9974581201871235,2.222999334335327
106,soldier_caught,0,17,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.2581538,4.358594,1000,unknown,2.238508681456248,5.091195583343506
107,intercepted,1,15,1,13,15,12.0,18.0,15.0,2.5,2.0,9.926179,1.8008614,1000,unknown,0.9356065591176351,1.0730302333831787
108,intercepted,1,18,1,15,18,12.0,18.0,15.0,2.5,2.0,6.3394628,1.0001901,1000,unknown,1.3082650303840637,1.2570997476577759
109,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,12.553327,2.273291,1000,unknown,0.4148465593655904,0.2570490837097168
110,intercepted,1,15,1,9,15,12.0,18.0,15.0,2.5,2.0,3.735211,1.6693426,1000,unknown,1.4678132044417518,4.463798522949219
111,intercepted,1,28,1,17,28,12.0,18.0,15.0,2.5,2.0,8.428283,2.0272486,1000,unknown,3.384318987528483,4.757977485656738
112,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,5.0090714,0.8472238,1000,unknown,1.16662959754467,2.4386837482452393
113,unsafe_intercept,0,34,1,11,-1,12.0,18.0,15.0,2.5,2.0,3.075129,2.089292,1000,unknown,3.114790067076683,1.7334951162338257
114,intercepted,1,13,1,9,13,12.0,18.0,15.0,2.5,2.0,10.974209,1.2979792,1000,unknown,0.7024281203746796,1.624710202217102
115,soldier_caught,0,12,1,7,-1,12.0,18.0,15.0,2.5,2.0,0.93960434,3.7751622,1000,unknown,1.9278248349825542,3.8180789947509766
116,unsafe_intercept,0,18,1,11,-1,12.0,18.0,15.0,2.5,2.0,2.1960015,1.8292916,1000,unknown,2.38915104418993,5.212249755859375
117,intercepted,1,15,1,9,15,12.0,18.0,15.0,2.5,2.0,6.639159,2.0794952,1000,unknown,2.0134860575199127,5.2671074867248535
118,soldier_caught,0,16,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.8438449,3.641701,1000,unknown,1.4260371804237366,3.5340945720672607
119,intercepted,1,18,1,14,18,12.0,18.0,15.0,2.5,2.0,7.6785374,2.2129028,1000,unknown,1.4648993372917176,2.4016520977020264
120,intercepted,1,21,1,19,21,12.0,18.0,15.0,2.5,2.0,14.411119,1.5465349,1000,unknown,0.4498627185821533,0.44218993186950684
121,intercepted,1,41,1,9,41,12.0,18.0,15.0,2.5,2.0,2.0862377,0.62271994,1000,unknown,3.346271325241436,3.3483545780181885
122,soldier_caught,0,21,1,16,-1,12.0,18.0,15.0,2.5,2.0,1.8128006,5.0908895,1000,unknown,1.7926479677359264,3.0586538314819336
123,soldier_caught,0,28,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.786651,2.5031865,1000,unknown,2.1879386040899487,1.2971551418304443
124,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,5.3680863,1.5346357,1000,unknown,0.8447852830092112,0.9507221579551697
125,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,7.3614697,0.92217684,1000,unknown,1.4136096000671388,3.188767194747925
126,soldier_caught,0,18,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.6755363,3.1261334,1000,unknown,1.7877464124134608,4.505235195159912
127,soldier_caught,0,17,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.6069868,2.6886063,1000,unknown,1.1051858514547348,1.2169169187545776
128,soldier_caught,0,11,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.3254912,4.3644056,1000,unknown,1.6623300194740296,3.8575658798217773
129,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,6.479488,2.0013678,1000,unknown,0.660320500532786,0.44981229305267334
130,soldier_caught,0,34,1,21,-1,12.0,18.0,15.0,2.5,2.0,1.7064904,1.8889562,1000,unknown,3.2461171682391847,2.199512004852295
131,soldier_caught,0,17,1,15,-1,12.0,18.0,15.0,2.5,2.0,0.96540123,4.8260083,1000,unknown,0.7004453539848328,0.3957071304321289
132,intercepted,1,15,1,10,15,12.0,18.0,15.0,2.5,2.0,8.311622,1.565307,1000,unknown,2.0166452725728354,3.8851757049560547
133,unsafe_intercept,0,21,1,12,-1,12.0,18.0,15.0,2.5,2.0,2.1080513,2.2600675,1000,unknown,2.9518741250038145,3.756276845932007
134,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,7.275701,1.9143515,1000,unknown,0.946159174044927,1.114334225654602
135,soldier_caught,0,17,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.6320093,2.952638,1000,unknown,0.9764392971992493,1.2574554681777954
136,soldier_caught,0,18,1,12,-1,12.0,18.0,15.0,2.5,2.0,0.5758091,3.4382043,1000,unknown,2.792829053742545,4.878294944763184
137,intercepted,1,15,1,9,15,12.0,18.0,15.0,2.5,2.0,6.402844,1.5170362,1000,unknown,2.668870564017977,5.686929702758789
138,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,6.2327604,1.5477192,1000,unknown,0.7551438361406326,0.27045705914497375
139,intercepted,1,34,1,9,34,12.0,18.0,15.0,2.5,2.0,2.0420709,2.238161,1000,unknown,3.041354863689496,3.3480300903320312
140,intercepted,1,13,1,9,13,12.0,18.0,15.0,2.5,2.0,4.482458,0.32063836,1000,unknown,1.1444193243980407,1.1959189176559448
141,soldier_caught,0,21,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.9290769,2.9132574,1000,unknown,2.503624814748764,3.804126024246216
142,soldier_caught,0,31,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.0283593,2.743307,1000,unknown,3.0569807589054108,2.77034592628479
143,intercepted,1,36,1,20,36,12.0,18.0,15.0,2.5,2.0,2.0782382,1.4896818,1000,unknown,2.7798183840863846,3.5889968872070312
144,intercepted,1,26,1,12,26,12.0,18.0,15.0,2.5,2.0,2.9847324,1.7824284,1000,unknown,2.770494802792867,2.8587191104888916
145,soldier_caught,0,12,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.1289668,2.7737136,1000,unknown,0.909256249666214,0.5678064227104187
146,intercepted,1,14,1,9,14,12.0,18.0,15.0,2.5,2.0,4.088758,2.320335,1000,unknown,2.338128278652827,4.644542217254639
147,unsafe_intercept,0,29,1,13,-1,12.0,18.0,15.0,2.5,2.0,2.2712297,1.6224294,1000,unknown,2.0093288982615753,1.9112513065338135
148,soldier_caught,0,11,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.5678153,4.1252513,1000,unknown,0.45343510806560516,0.5585989356040955
149,soldier_caught,0,23,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.594032,2.516405,1000,unknown,2.927711017926534,3.0718908309936523
150,unsafe_intercept,0,19,1,11,-1,12.0,18.0,15.0,2.5,2.0,2.5645902,2.0267,1000,unknown,1.773388107617696,0.5927042961120605
151,intercepted,1,13,1,9,13,12.0,18.0,15.0,2.5,2.0,4.954738,2.3693569,1000,unknown,1.5711186051368713,3.827688694000244
152,soldier_caught,0,12,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.3414664,2.621961,1000,unknown,2.072198281685511,5.104048728942871
153,unsafe_intercept,0,17,1,10,-1,12.0,18.0,15.0,2.5,2.0,3.3379767,2.336319,1000,unknown,2.9467812068760395,3.9183199405670166
154,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.30315024,1.848625,1000,unknown,1.2400839626789093,0.35315725207328796
155,soldier_caught,0,17,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.6200192,3.920864,1000,unknown,2.415774904191494,4.985330104827881
156,soldier_caught,0,16,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.5480124,2.6487622,1000,unknown,1.1987393299738567,1.7884782552719116
157,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,4.1072087,0.57755995,1000,unknown,1.523677498102188,1.8273547887802124
158,soldier_caught,0,19,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.9033879,2.9300804,1000,unknown,2.656559109687805,3.6676416397094727
159,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,9.607518,2.0591311,1000,unknown,0.6027779132127762,0.90866619348526
160,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,7.054159,2.247302,1000,unknown,0.5381839126348495,0.25335589051246643
161,intercepted,1,15,1,10,15,12.0,18.0,15.0,2.5,2.0,2.9678156,2.1216729,1000,unknown,2.277690281470617,3.006387948989868
162,intercepted,1,16,1,14,16,12.0,18.0,15.0,2.5,2.0,13.239316,1.9306089,1000,unknown,1.0228854417800903,0.25496578216552734
163,intercepted,1,21,1,13,21,12.0,18.0,15.0,2.5,2.0,3.5058687,1.3187348,1000,unknown,2.728775527742174,3.582495927810669
164,soldier_caught,0,18,1,7,-1,12.0,18.0,15.0,2.5,2.0,0.75700456,2.5281298,1000,unknown,2.569520555436611,4.132605075836182
165,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,3.9062612,2.3105407,1000,unknown,1.0194804519414902,1.3044066429138184
166,intercepted,1,18,1,14,18,12.0,18.0,15.0,2.5,2.0,6.8681273,1.2748253,1000,unknown,1.2901444792747498,2.6802244186401367
167,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,8.420358,1.8356212,1000,unknown,0.9382167061169943,1.3513472080230713
168,intercepted,1,52,1,15,52,12.0,18.0,15.0,2.5,2.0,2.3849611,2.4607744,1000,unknown,3.0985816991642903,4.442776203155518
169,unsafe_intercept,0,12,1,8,-1,12.0,18.0,15.0,2.5,2.0,2.8111129,2.4543085,1000,unknown,1.0390269689261913,2.923046350479126
170,intercepted,1,27,1,16,27,12.0,18.0,15.0,2.5,2.0,2.5221176,2.1717265,1000,unknown,2.45525340984265,3.0339887142181396
171,soldier_caught,0,25,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.7520694,2.714681,1000,unknown,2.8148744143545628,2.851363182067871
172,unsafe_intercept,0,33,1,19,-1,12.0,18.0,15.0,2.5,2.0,3.2808874,1.7319727,1000,unknown,3.320081035296122,1.567421555519104
173,intercepted,1,33,1,17,33,12.0,18.0,15.0,2.5,2.0,2.627594,2.2623188,1000,unknown,3.1777771571103264,2.7088170051574707
174,soldier_caught,0,19,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.6718018,4.563283,1000,unknown,2.076218781992793,0.1697344332933426
175,soldier_caught,0,20,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.1381496,3.5742874,1000,unknown,2.762309764112745,2.8581130504608154
176,intercepted,1,25,1,9,25,12.0,18.0,15.0,2.5,2.0,5.3653417,1.0741054,1000,unknown,3.674723721602384,2.963927745819092
177,soldier_caught,0,16,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.8215665,3.0094285,1000,unknown,2.191155901976994,4.653005599975586
178,soldier_caught,0,28,1,19,-1,12.0,18.0,15.0,2.5,2.0,1.025869,2.9682674,1000,unknown,2.044900821149349,2.762092113494873
179,unsafe_intercept,0,13,1,12,-1,12.0,18.0,15.0,2.5,2.0,2.0531442,0.91358805,1000,unknown,1.351402372121811,0.8493735194206238
180,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,2.769378,2.3770106,1000,unknown,1.2624836713075638,1.9542264938354492
181,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,4.7263036,2.3585699,1000,unknown,1.1887529889742534,2.100566864013672
182,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,9.416323,2.2137487,1000,unknown,1.3525332510471344,0.82337486743927
183,intercepted,1,15,1,8,15,12.0,18.0,15.0,2.5,2.0,4.2205834,2.1631894,1000,unknown,2.0819017440080643,3.855593204498291
184,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,7.8441625,1.0137439,1000,unknown,1.2588063955307007,2.2190780639648438
185,unsafe_intercept,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,3.30426,1.0645683,1000,unknown,1.3861345052719116,1.594491720199585
186,intercepted,1,10,1,7,10,12.0,18.0,15.0,2.5,2.0,6.4265056,1.389459,1000,unknown,0.6559876203536987,0.7710427045822144
