seed,outcome,success,episode_length,detected,detection_time,intercept_time,enemy_speed,defender_speed,detection_radius,intercept_radius,threat_radius,min_enemy_soldier_dist,min_defender_enemy_dist,num_episodes
806,soldier_caught,0,14,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.7943417,4.6103806,1000
807,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,19.158934,2.038354,1000
808,unsafe_intercept,0,12,1,11,-1,12.0,18.0,15.0,2.5,2.0,2.2579558,0.9217716,1000
809,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,4.248073,0.47499204,1000
810,intercepted,1,26,1,12,26,12.0,18.0,15.0,2.5,2.0,2.0690622,1.8999171,1000
811,unsafe_intercept,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.6463416,2.4429295,1000
812,intercepted,1,17,1,14,17,12.0,18.0,15.0,2.5,2.0,5.7742057,1.8526163,1000
813,intercepted,1,9,1,7,9,12.0,18.0,15.0,2.5,2.0,5.4547048,1.0386081,1000
814,intercepted,1,15,1,12,15,12.0,18.0,15.0,2.5,2.0,5.1691885,0.8858149,1000
815,unsafe_intercept,0,34,1,11,-1,12.0,18.0,15.0,2.5,2.0,2.3128662,1.1199117,1000
816,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,4.180884,2.2407699,1000
817,intercepted,1,22,1,8,22,12.0,18.0,15.0,2.5,2.0,2.6745028,1.1209903,1000
818,unsafe_intercept,0,16,1,13,-1,12.0,18.0,15.0,2.5,2.0,3.0200753,1.8153853,1000
819,unsafe_intercept,0,13,1,12,-1,12.0,18.0,15.0,2.5,2.0,3.230111,1.1381558,1000
820,soldier_caught,0,14,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.0336183,0.910012,1000
821,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,12.927986,1.3344597,1000
822,intercepted,1,18,1,8,18,12.0,18.0,15.0,2.5,2.0,2.2877638,0.93497396,1000
823,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,2.9250178,1.9459072,1000
824,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,5.092572,2.3288126,1000
825,intercepted,1,21,1,18,21,12.0,18.0,15.0,2.5,2.0,6.128011,1.1204901,1000
826,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,5.008855,1.9321613,1000
827,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,7.289301,2.2130816,1000
828,soldier_caught,0,11,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.995543,3.4407423,1000
829,intercepted,1,23,1,14,23,12.0,18.0,15.0,2.5,2.0,2.2262204,2.053819,1000
830,unsafe_intercept,0,32,1,13,-1,12.0,18.0,15.0,2.5,2.0,2.347712,2.1790657,1000
831,soldier_caught,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.8674126,2.5033007,1000
832,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,8.663749,2.1528153,1000
833,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.8960211,3.3994098,1000
834,intercepted,1,17,1,8,17,12.0,18.0,15.0,2.5,2.0,9.691192,2.3472872,1000
835,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,4.681965,1.8919632,1000
836,unsafe_intercept,0,10,1,7,-1,12.0,18.0,15.0,2.5,2.0,2.1278274,1.5938503,1000
837,intercepted,1,19,1,17,19,12.0,18.0,15.0,2.5,2.0,9.530495,1.7140678,1000
838,soldier_caught,0,23,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.6659222,4.182232,1000
839,soldier_caught,0,17,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.762684,4.297705,1000
840,soldier_caught,0,9,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.1466472,1.7688166,1000
841,soldier_caught,0,14,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.4823916,2.709975,1000
842,intercepted,1,24,1,11,24,12.0,18.0,15.0,2.5,2.0,2.538109,2.0065687,1000
843,intercepted,1,17,1,9,17,12.0,18.0,15.0,2.5,2.0,2.635333,1.980077,1000
844,soldier_caught,0,15,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.5997459,2.9292715,1000
845,intercepted,1,16,1,14,16,12.0,18.0,15.0,2.5,2.0,16.083597,1.8052777,1000
846,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,15.932791,2.3415043,1000
847,intercepted,1,10,1,6,10,12.0,18.0,15.0,2.5,2.0,10.113426,1.8078529,1000
848,soldier_caught,0,12,1,8,-1,12.0,18.0,15.0,2.5,2.0,0.82069075,3.3972976,1000
849,soldier_caught,0,17,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.1868874,3.4340212,1000
850,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,11.082971,2.4597564,1000
851,unsafe_intercept,0,50,1,22,-1,12.0,18.0,15.0,2.5,2.0,2.0256288,1.4827325,1000
852,intercepted,1,26,1,13,26,12.0,18.0,15.0,2.5,2.0,2.2220037,1.5693032,1000
853,intercepted,1,15,1,13,15,12.0,18.0,15.0,2.5,2.0,7.203953,2.3569965,1000
854,soldier_caught,0,28,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.7399212,3.768703,1000
855,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,10.802007,0.77596027,1000
856,soldier_caught,0,23,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.6566979,4.411814,1000
857,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,7.983406,1.8067867,1000
858,soldier_caught,0,26,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.4028988,3.4537005,1000
859,intercepted,1,33,1,8,33,12.0,18.0,15.0,2.5,2.0,5.1616473,2.4933875,1000
860,unsafe_intercept,0,18,1,17,-1,12.0,18.0,15.0,2.5,2.0,3.4587798,1.4167145,1000
861,intercepted,1,18,1,16,18,12.0,18.0,15.0,2.5,2.0,6.528107,1.6947861,1000
862,intercepted,1,12,1,6,12,12.0,18.0,15.0,2.5,2.0,5.4190054,2.3506544,1000
863,soldier_caught,0,18,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.8244623,4.41179,1000
864,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,3.6474977,0.5181735,1000
865,intercepted,1,15,1,13,15,12.0,18.0,15.0,2.5,2.0,15.606916,1.7360092,1000
866,soldier_caught,0,19,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.7697123,2.6309807,1000
867,unsafe_intercept,0,11,1,10,-1,12.0,18.0,15.0,2.5,2.0,3.3326507,1.7826171,1000
868,soldier_caught,0,14,1,7,-1,12.0,18.0,15.0,2.5,2.0,0.73959047,1.099829,1000
869,soldier_caught,0,12,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.5616153,3.9570043,1000
870,soldier_caught,0,13,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.6844707,4.9997725,1000
871,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,12.043688,1.665161,1000
872,intercepted,1,17,1,15,17,12.0,18.0,15.0,2.5,2.0,10.427406,0.6473172,1000
873,intercepted,1,15,1,13,15,12.0,18.0,15.0,2.5,2.0,6.908713,1.361107,1000
874,intercepted,1,13,1,8,13,12.0,18.0,15.0,2.5,2.0,4.484936,1.9651381,1000
875,intercepted,1,30,1,23,30,12.0,18.0,15.0,2.5,2.0,3.124733,1.9237278,1000
876,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.0530103,2.7973943,1000
877,soldier_caught,0,17,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.8437543,3.209639,1000
878,intercepted,1,8,1,7,8,12.0,18.0,15.0,2.5,2.0,10.776769,1.4295019,1000
879,soldier_caught,0,20,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.0257683,2.6613607,1000
880,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,11.588217,1.5815024,1000
881,unsafe_intercept,0,18,1,11,-1,12.0,18.0,15.0,2.5,2.0,2.7428534,0.67237186,1000
882,soldier_caught,0,15,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.421028,7.0371237,1000
883,intercepted,1,48,1,14,48,12.0,18.0,15.0,2.5,2.0,2.6264632,1.3965138,1000
884,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,6.829858,1.1249166,1000
885,unsafe_intercept,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,2.9687114,0.9321769,1000
886,intercepted,1,17,1,15,17,12.0,18.0,15.0,2.5,2.0,7.071533,0.702463,1000
887,soldier_caught,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.6915791,2.5572934,1000
888,intercepted,1,17,1,14,17,12.0,18.0,15.0,2.5,2.0,11.258089,1.727443,1000
889,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,6.7493825,1.8225541,1000
890,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,13.208517,2.4937491,1000
891,soldier_caught,0,16,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.2159804,3.7725377,1000
892,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,9.833007,1.4978627,1000
893,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,7.02356,2.1549516,1000
894,soldier_caught,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.9718101,3.9223688,1000
895,soldier_caught,0,28,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.5224624,2.6414366,1000
896,soldier_caught,0,15,1,13,-1,12.0,18.0,15.0,2.5,2.0,0.6456427,5.7086143,1000
897,intercepted,1,16,1,14,16,12.0,18.0,15.0,2.5,2.0,10.645461,1.9087355,1000
898,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,6.6405916,1.8278702,1000
899,soldier_caught,0,17,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.9721272,1.6587205,1000
900,intercepted,1,15,1,12,15,12.0,18.0,15.0,2.5,2.0,4.413224,0.20778371,1000
901,intercepted,1,23,1,12,23,12.0,18.0,15.0,2.5,2.0,2.2117186,0.8571516,1000
902,soldier_caught,0,11,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.7655572,0.71527076,1000
903,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,7.2355375,1.7642363,1000
904,intercepted,1,10,1,6,10,12.0,18.0,15.0,2.5,2.0,3.8884192,1.8655564,1000
905,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,8.029874,0.93311477,1000
906,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,4.49941,1.3783629,1000
907,soldier_caught,0,44,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.6280382,2.7912424,1000
908,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,5.9095435,1.8127376,1000
909,soldier_caught,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.9147506,0.8586227,1000
910,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.8137916,5.461408,1000
911,soldier_caught,0,13,1,11,-1,12.0,18.0,15.0,2.5,2.0,0.97559726,5.442245,1000
912,intercepted,1,22,1,10,22,12.0,18.0,15.0,2.5,2.0,3.6419747,1.6463382,1000
913,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,5.0937877,0.36122173,1000
914,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,6.4120073,1.1075591,1000
915,unsafe_intercept,0,34,1,11,-1,12.0,18.0,15.0,2.5,2.0,2.939939,2.4900734,1000
916,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,5.2845993,1.9561646,1000
917,intercepted,1,9,1,7,9,12.0,18.0,15.0,2.5,2.0,8.557082,2.1587408,1000
918,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,5.3781366,1.0050689,1000
919,soldier_caught,0,13,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.9321376,3.9250765,1000
920,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,9.2789345,1.6895999,1000
921,intercepted,1,13,1,8,13,12.0,18.0,15.0,2.5,2.0,6.302693,1.6601487,1000
922,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,5.1980233,1.7949036,1000
923,intercepted,1,19,1,16,19,12.0,18.0,15.0,2.5,2.0,8.064565,1.6245499,1000
924,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,3.9877958,2.1277146,1000
925,soldier_caught,0,10,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.9686123,3.1883812,1000
926,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,3.764624,1.4521788,1000
927,soldier_caught,0,17,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.2131041,2.6237507,1000
928,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,5.412131,2.1801646,1000
929,soldier_caught,0,9,1,7,-1,12.0,18.0,15.0,2.5,2.0,0.74709916,3.9823077,1000
930,unsafe_intercept,0,13,1,11,-1,12.0,18.0,15.0,2.5,2.0,2.8300683,0.72136587,1000
931,intercepted,1,14,1,8,14,12.0,18.0,15.0,2.5,2.0,7.5683713,1.614931,1000
932,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,12.480236,1.5787731,1000
933,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,11.386657,1.5800357,1000
934,soldier_caught,0,21,1,17,-1,12.0,18.0,15.0,2.5,2.0,0.86019456,3.8136714,1000
935,intercepted,1,15,1,12,15,12.0,18.0,15.0,2.5,2.0,4.3403444,2.2066078,1000
936,intercepted,1,13,1,7,13,12.0,18.0,15.0,2.5,2.0,3.2523174,0.9684224,1000
937,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,11.261188,2.0316644,1000
938,intercepted,1,22,1,19,22,12.0,18.0,15.0,2.5,2.0,8.215349,1.1198334,1000
939,intercepted,1,32,1,8,32,12.0,18.0,15.0,2.5,2.0,2.1341858,1.896962,1000
940,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,10.864869,2.2246552,1000
941,unsafe_intercept,0,23,1,14,-1,12.0,18.0,15.0,2.5,2.0,2.1078596,2.046054,1000
942,soldier_caught,0,29,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.8014917,2.7144148,1000
943,soldier_caught,0,25,1,17,-1,12.0,18.0,15.0,2.5,2.0,1.7605804,3.068328,1000
944,soldier_caught,0,10,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.8450185,3.510253,1000
945,intercepted,1,9,1,6,9,12.0,18.0,15.0,2.5,2.0,8.394467,1.8194039,1000
946,unsafe_intercept,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,2.6997678,2.422692,1000
947,soldier_caught,0,12,1,6,-1,12.0,18.0,15.0,2.5,2.0,1.6239356,3.3633893,1000
948,intercepted,1,18,1,13,18,12.0,18.0,15.0,2.5,2.0,2.751481,2.0955327,1000
949,soldier_caught,0,17,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.9678124,3.1196346,1000
950,intercepted,1,16,1,11,16,12.0,18.0,15.0,2.5,2.0,3.1686027,1.5817113,1000
951,soldier_caught,0,14,1,13,-1,12.0,18.0,15.0,2.5,2.0,0.7459629,2.2572608,1000
952,intercepted,1,22,1,12,22,12.0,18.0,15.0,2.5,2.0,3.4986336,1.7379482,1000
953,soldier_caught,0,19,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.2120285,2.7645946,1000
954,unsafe_intercept,0,15,1,8,-1,12.0,18.0,15.0,2.5,2.0,2.2041037,1.5696764,1000
955,unsafe_intercept,0,27,1,13,-1,12.0,18.0,15.0,2.5,2.0,2.479613,0.70060325,1000
956,intercepted,1,17,1,16,17,12.0,18.0,15.0,2.5,2.0,7.0356073,1.3286783,1000
957,intercepted,1,18,1,7,18,12.0,18.0,15.0,2.5,2.0,5.901313,1.2374947,1000
958,soldier_caught,0,29,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.0950437,2.54463,1000
959,intercepted,1,29,1,14,29,12.0,18.0,15.0,2.5,2.0,3.9028125,2.135693,1000
960,soldier_caught,0,16,1,13,-1,12.0,18.0,15.0,2.5,2.0,0.98835653,2.727123,1000
961,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,9.268957,1.6929741,1000
962,intercepted,1,18,1,12,18,12.0,18.0,15.0,2.5,2.0,2.1469316,1.8834953,1000
963,soldier_caught,0,32,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.480347,2.9864109,1000
964,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,8.8777,2.3270607,1000
965,unsafe_intercept,0,15,1,12,-1,12.0,18.0,15.0,2.5,2.0,2.4649668,2.4210622,1000
966,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,8.757742,1.2640778,1000
967,soldier_caught,0,13,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.2028669,3.0559154,1000
968,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,3.5931962,2.1718159,1000
969,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,2.7702756,1.5635241,1000
970,intercepted,1,21,1,9,21,12.0,18.0,15.0,2.5,2.0,3.0281017,0.90139157,1000
971,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,2.9971263,2.332011,1000
972,unsafe_intercept,0,23,1,17,-1,12.0,18.0,15.0,2.5,2.0,2.7747865,1.5879661,1000
973,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,2.884484,2.0890884,1000
974,soldier_caught,0,16,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.6549826,2.1422918,1000
975,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,10.588348,1.4411279,1000
976,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,15.102226,1.2958256,1000
977,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,9.883382,1.2638061,1000
978,intercepted,1,20,1,16,20,12.0,18.0,15.0,2.5,2.0,4.7411876,1.7559594,1000
979,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,8.156548,0.21744175,1000
980,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,5.6541677,0.39229003,1000
981,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.702801,5.833359,1000
982,soldier_caught,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,0.94720024,3.8016295,1000
983,intercepted,1,13,1,9,13,12.0,18.0,15.0,2.5,2.0,4.306617,1.7052677,1000
984,intercepted,1,14,1,6,14,12.0,18.0,15.0,2.5,2.0,2.6809218,2.4320486,1000
985,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,12.165394,1.2252173,1000
986,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,7.456002,2.018913,1000
987,intercepted,1,25,1,14,25,12.0,18.0,15.0,2.5,2.0,4.1425867,1.8364007,1000
988,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,9.681399,2.2458375,1000
989,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,11.992822,2.4177954,1000
990,unsafe_intercept,0,19,1,6,-1,12.0,18.0,15.0,2.5,2.0,3.3668091,1.7302943,1000
991,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,17.40985,1.3188978,1000
992,intercepted,1,26,1,13,26,12.0,18.0,15.0,2.5,2.0,2.2454267,1.2612706,1000
993,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,5.750409,1.9731933,1000
994,soldier_caught,0,25,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.1134378,3.417376,1000
995,intercepted,1,16,1,6,16,12.0,18.0,15.0,2.5,2.0,2.2386806,2.4003448,1000
996,soldier_caught,0,13,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.2324439,4.8270593,1000
997,soldier_caught,0,37,1,8,-1,12.0,18.0,15.0,2.5,2.0,0.52398264,2.5307767,1000
998,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,7.6389585,1.4843575,1000
999,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,13.282565,2.2216094,1000
