seed,outcome,success,episode_length,detected,detection_time,intercept_time,enemy_speed,defender_speed,detection_radius,intercept_radius,threat_radius,min_enemy_soldier_dist,min_defender_enemy_dist,num_episodes
542,soldier_caught,0,26,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.910447,3.0786784,1000
543,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,12.89705,2.4598837,1000
544,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,6.9554815,1.303007,1000
545,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,3.959533,1.0308131,1000
546,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,8.764857,1.3767434,1000
547,intercepted,1,18,1,9,18,12.0,18.0,15.0,2.5,2.0,2.4120116,1.1504458,1000
548,intercepted,1,18,1,9,18,12.0,18.0,15.0,2.5,2.0,2.0760465,1.97435,1000
549,intercepted,1,17,1,9,17,12.0,18.0,15.0,2.5,2.0,4.736637,2.263212,1000
550,soldier_caught,0,14,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.5326953,3.1175077,1000
551,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,6.6028204,0.61416006,1000
552,unsafe_intercept,0,13,1,8,-1,12.0,18.0,15.0,2.5,2.0,2.7641675,1.1171378,1000
553,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,6.2815146,1.4069692,1000
554,intercepted,1,18,1,10,18,12.0,18.0,15.0,2.5,2.0,2.0300777,2.4772308,1000
555,soldier_caught,0,17,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.5594524,3.331299,1000
556,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,5.3312817,0.785383,1000
557,intercepted,1,23,1,9,23,12.0,18.0,15.0,2.5,2.0,2.117963,0.734783,1000
558,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,7.2681518,1.4467474,1000
559,intercepted,1,17,1,10,17,12.0,18.0,15.0,2.5,2.0,4.414448,1.412422,1000
560,soldier_caught,0,19,1,16,-1,12.0,18.0,15.0,2.5,2.0,1.8368691,2.525877,1000
561,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,15.92726,1.4021269,1000
562,soldier_caught,0,18,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.719618,2.5562737,1000
563,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,8.519713,2.2816033,1000
564,intercepted,1,8,1,6,8,12.0,18.0,15.0,2.5,2.0,18.70667,0.725902,1000
565,soldier_caught,0,11,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.8895421,3.1132617,1000
566,soldier_caught,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,0.40022337,3.1859396,1000
567,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,3.5222032,1.2125798,1000
568,intercepted,1,22,1,19,22,12.0,18.0,15.0,2.5,2.0,5.4205585,2.469822,1000
569,intercepted,1,21,1,19,21,12.0,18.0,15.0,2.5,2.0,11.822897,0.7790227,1000
570,intercepted,1,45,1,17,45,12.0,18.0,15.0,2.5,2.0,2.1020515,1.8025544,1000
571,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,10.415703,0.87868655,1000
572,soldier_caught,0,13,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.9167793,3.8736537,1000
573,intercepted,1,17,1,15,17,12.0,18.0,15.0,2.5,2.0,4.535247,1.9394728,1000
574,soldier_caught,0,26,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.727806,3.544764,1000
575,unsafe_intercept,0,12,1,8,-1,12.0,18.0,15.0,2.5,2.0,3.4992561,1.8744179,1000
576,soldier_caught,0,24,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.151153,2.896406,1000
577,soldier_caught,0,19,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.5086288,0.9606344,1000
578,intercepted,1,25,1,10,25,12.0,18.0,15.0,2.5,2.0,2.5980606,1.7767395,1000
579,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,16.956728,1.9970698,1000
580,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,12.001082,1.7025142,1000
581,soldier_caught,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.9501517,2.0984268,1000
582,intercepted,1,15,1,10,15,12.0,18.0,15.0,2.5,2.0,2.7948956,1.8133423,1000
583,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,3.6521153,1.8366491,1000
584,unsafe_intercept,0,22,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.6894221,2.3280377,1000
585,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,9.030014,1.9818794,1000
586,intercepted,1,22,1,12,22,12.0,18.0,15.0,2.5,2.0,3.0892584,2.1143858,1000
587,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,5.973826,0.9818911,1000
588,soldier_caught,0,22,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.5153506,3.6627145,1000
589,soldier_caught,0,13,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.516847,2.814982,1000
590,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,9.450242,1.8718046,1000
591,soldier_caught,0,18,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.9242984,4.445978,1000
592,intercepted,1,16,1,12,16,12.0,18.0,15.0,2.5,2.0,2.16238,1.0914071,1000
593,intercepted,1,23,1,20,23,12.0,18.0,15.0,2.5,2.0,5.170886,2.3876903,1000
594,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.2388546,2.8778908,1000
595,intercepted,1,16,1,14,16,12.0,18.0,15.0,2.5,2.0,7.3344097,1.9961612,1000
596,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,17.50641,1.4616998,1000
597,intercepted,1,15,1,13,15,12.0,18.0,15.0,2.5,2.0,10.258703,2.2683282,1000
598,soldier_caught,0,15,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.1218597,3.4293418,1000
599,unsafe_intercept,0,11,1,8,-1,12.0,18.0,15.0,2.5,2.0,2.591823,1.6808344,1000
600,soldier_caught,0,30,1,19,-1,12.0,18.0,15.0,2.5,2.0,0.8306727,2.5045867,1000
601,unsafe_intercept,0,16,1,13,-1,12.0,18.0,15.0,2.5,2.0,2.1861935,0.869858,1000
602,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,6.149848,2.4989169,1000
603,soldier_caught,0,36,1,8,-1,12.0,18.0,15.0,2.5,2.0,0.81668365,3.340149,1000
604,soldier_caught,0,17,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.4821802,4.9068217,1000
605,intercepted,1,13,1,8,13,12.0,18.0,15.0,2.5,2.0,8.063024,2.4440756,1000
606,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,6.4282393,0.5992864,1000
607,soldier_caught,0,9,1,6,-1,12.0,18.0,15.0,2.5,2.0,1.6214674,3.7390711,1000
608,soldier_caught,0,24,1,16,-1,12.0,18.0,15.0,2.5,2.0,1.2655191,5.195231,1000
609,intercepted,1,20,1,16,20,12.0,18.0,15.0,2.5,2.0,7.3996353,0.72408044,1000
610,intercepted,1,10,1,7,10,12.0,18.0,15.0,2.5,2.0,5.521782,0.20949814,1000
611,intercepted,1,16,1,13,16,12.0,18.0,15.0,2.5,2.0,4.580898,1.7906263,1000
612,soldier_caught,0,25,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.9947702,3.0964146,1000
613,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,4.616534,0.7972892,1000
614,soldier_caught,0,16,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.5775739,4.1430864,1000
615,intercepted,1,13,1,9,13,12.0,18.0,15.0,2.5,2.0,3.832999,1.1781441,1000
616,soldier_caught,0,18,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.2749349,4.7930155,1000
617,unsafe_intercept,0,10,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.0777128,1.1585102,1000
618,intercepted,1,11,1,6,11,12.0,18.0,15.0,2.5,2.0,3.8823373,0.8368596,1000
619,intercepted,1,13,1,9,13,12.0,18.0,15.0,2.5,2.0,3.66847,1.7071218,1000
620,intercepted,1,16,1,13,16,12.0,18.0,15.0,2.5,2.0,8.805262,0.9172077,1000
621,soldier_caught,0,22,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.9861499,4.4250116,1000
622,intercepted,1,16,1,14,16,12.0,18.0,15.0,2.5,2.0,15.371425,2.2261412,1000
623,intercepted,1,14,1,10,14,12.0,18.0,15.0,2.5,2.0,3.8282974,1.5226833,1000
624,intercepted,1,21,1,16,21,12.0,18.0,15.0,2.5,2.0,2.3011684,1.2101897,1000
625,intercepted,1,16,1,9,16,12.0,18.0,15.0,2.5,2.0,3.3690119,2.2215889,1000
626,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,8.208927,2.1307395,1000
627,soldier_caught,0,12,1,6,-1,12.0,18.0,15.0,2.5,2.0,0.5465589,3.6249385,1000
628,soldier_caught,0,18,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.8343248,2.6506057,1000
629,intercepted,1,21,1,13,21,12.0,18.0,15.0,2.5,2.0,2.3656154,1.7788662,1000
630,intercepted,1,18,1,13,18,12.0,18.0,15.0,2.5,2.0,6.657424,2.0647762,1000
631,intercepted,1,15,1,10,15,12.0,18.0,15.0,2.5,2.0,8.33013,2.0959008,1000
632,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,8.057038,1.3471267,1000
633,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,4.6061954,1.1110966,1000
634,soldier_caught,0,20,1,14,-1,12.0,18.0,15.0,2.5,2.0,0.6982334,2.6818128,1000
635,soldier_caught,0,16,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.6143516,3.8990176,1000
636,intercepted,1,17,1,15,17,12.0,18.0,15.0,2.5,2.0,12.39237,1.3710636,1000
637,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,6.5093684,1.3503191,1000
638,soldier_caught,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.6464428,2.9331007,1000
639,intercepted,1,17,1,13,17,12.0,18.0,15.0,2.5,2.0,2.3313086,1.424718,1000
640,intercepted,1,18,1,16,18,12.0,18.0,15.0,2.5,2.0,8.527808,1.2700067,1000
641,intercepted,1,23,1,11,23,12.0,18.0,15.0,2.5,2.0,2.6583242,1.1707478,1000
642,intercepted,1,19,1,17,19,12.0,18.0,15.0,2.5,2.0,7.700445,2.0407367,1000
643,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,10.155611,0.26143715,1000
644,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.646073,2.6980798,1000
645,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,7.968964,0.21197498,1000
646,soldier_caught,0,12,1,8,-1,12.0,18.0,15.0,2.5,2.0,0.9560639,4.0547404,1000
647,soldier_caught,0,17,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.0920837,4.321645,1000
648,soldier_caught,0,18,1,10,-1,12.0,18.0,15.0,2.5,2.0,0.69610494,3.3677535,1000
649,intercepted,1,21,1,17,21,12.0,18.0,15.0,2.5,2.0,6.593086,2.4446788,1000
650,unsafe_intercept,0,10,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.4264128,0.43354553,1000
651,unsafe_intercept,0,12,1,10,-1,12.0,18.0,15.0,2.5,2.0,3.314622,1.859103,1000
652,soldier_caught,0,16,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.9109393,3.2745347,1000
653,intercepted,1,32,1,11,32,12.0,18.0,15.0,2.5,2.0,2.2705638,2.220385,1000
654,soldier_caught,0,17,1,13,-1,12.0,18.0,15.0,2.5,2.0,0.49833718,3.5029714,1000
655,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,14.382123,2.415753,1000
656,unsafe_intercept,0,22,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.1028688,1.278602,1000
657,soldier_caught,0,16,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.7068019,1.509805,1000
658,unsafe_intercept,0,26,1,15,-1,12.0,18.0,15.0,2.5,2.0,2.5917652,2.0239,1000
659,intercepted,1,19,1,16,19,12.0,18.0,15.0,2.5,2.0,14.80753,1.6192104,1000
660,intercepted,1,23,1,20,23,12.0,18.0,15.0,2.5,2.0,12.00183,0.49999252,1000
661,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,10.431178,2.337535,1000
662,intercepted,1,17,1,15,17,12.0,18.0,15.0,2.5,2.0,7.736783,0.7440095,1000
663,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,7.4664416,0.261304,1000
664,soldier_caught,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.893182,1.3760654,1000
665,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,5.032497,1.2455959,1000
666,intercepted,1,24,1,11,24,12.0,18.0,15.0,2.5,2.0,2.0562901,1.7581005,1000
667,soldier_caught,0,17,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.8200434,2.91288,1000
668,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,3.1546469,0.70797503,1000
669,intercepted,1,19,1,18,19,12.0,18.0,15.0,2.5,2.0,7.305712,2.0308952,1000
670,intercepted,1,14,1,9,14,12.0,18.0,15.0,2.5,2.0,3.575468,2.0733588,1000
671,intercepted,1,15,1,13,15,12.0,18.0,15.0,2.5,2.0,2.8368788,1.8716336,1000
672,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,4.6438503,1.7776179,1000
673,intercepted,1,10,1,7,10,12.0,18.0,15.0,2.5,2.0,5.505117,1.6128473,1000
674,intercepted,1,22,1,19,22,12.0,18.0,15.0,2.5,2.0,4.690161,2.2724245,1000
675,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,13.210826,2.2015889,1000
676,unsafe_intercept,0,22,1,8,-1,12.0,18.0,15.0,2.5,2.0,2.0170076,1.4025468,1000
677,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,7.807343,2.4094272,1000
678,soldier_caught,0,14,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.8734933,3.6163027,1000
679,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,11.800933,2.4284568,1000
680,soldier_caught,0,16,1,13,-1,12.0,18.0,15.0,2.5,2.0,0.70441675,2.906844,1000
681,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,7.116547,2.0909562,1000
682,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,9.374849,1.7521082,1000
683,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,15.007682,2.2617893,1000
684,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,8.115962,2.1767702,1000
685,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,8.474262,0.49062243,1000
686,intercepted,1,24,1,8,24,12.0,18.0,15.0,2.5,2.0,2.102354,0.08716581,1000
687,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,7.148896,1.9599286,1000
688,intercepted,1,8,1,6,8,12.0,18.0,15.0,2.5,2.0,10.425309,1.2635828,1000
689,unsafe_intercept,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,3.3315406,2.033727,1000
690,intercepted,1,16,1,12,16,12.0,18.0,15.0,2.5,2.0,4.2357693,1.1268268,1000
691,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.486295,6.703784,1000
692,intercepted,1,18,1,13,18,12.0,18.0,15.0,2.5,2.0,3.9279397,2.390065,1000
693,soldier_caught,0,19,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.3737152,3.311049,1000
694,intercepted,1,13,1,9,13,12.0,18.0,15.0,2.5,2.0,5.4841824,1.8261396,1000
695,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,9.868552,1.1824224,1000
696,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,9.365301,0.8394283,1000
697,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,8.905877,2.3526676,1000
698,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,10.880481,1.7102628,1000
699,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,4.1141815,1.8756565,1000
700,intercepted,1,22,1,8,22,12.0,18.0,15.0,2.5,2.0,2.8067927,1.3840078,1000
701,intercepted,1,19,1,15,19,12.0,18.0,15.0,2.5,2.0,8.198174,1.2223394,1000
702,intercepted,1,16,1,13,16,12.0,18.0,15.0,2.5,2.0,5.688312,1.8793384,1000
703,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,8.261674,2.032167,1000
704,intercepted,1,31,1,11,31,12.0,18.0,15.0,2.5,2.0,2.2627912,1.5645968,1000
705,intercepted,1,15,1,10,15,12.0,18.0,15.0,2.5,2.0,4.8928804,0.17379178,1000
706,intercepted,1,42,1,16,42,12.0,18.0,15.0,2.5,2.0,2.2533672,1.9788346,1000
707,soldier_caught,0,20,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.572546,3.0611632,1000
708,intercepted,1,16,1,15,16,12.0,18.0,15.0,2.5,2.0,8.1449,2.3842137,1000
709,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,5.0682883,1.5753887,1000
710,intercepted,1,16,1,13,16,12.0,18.0,15.0,2.5,2.0,9.744775,1.474794,1000
711,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.207806,5.341156,1000
712,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,4.638763,2.468689,1000
713,intercepted,1,12,1,9,12,12.0,18.0,15.0,2.5,2.0,3.9133272,1.6431394,1000
714,intercepted,1,17,1,13,17,12.0,18.0,15.0,2.5,2.0,4.7863097,2.0175996,1000
715,soldier_caught,0,13,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.9075067,5.40917,1000
716,soldier_caught,0,21,1,20,-1,12.0,18.0,15.0,2.5,2.0,1.3509184,1.3739995,1000
717,intercepted,1,14,1,8,14,12.0,18.0,15.0,2.5,2.0,5.2473707,2.4138362,1000
718,intercepted,1,19,1,17,19,12.0,18.0,15.0,2.5,2.0,5.7387896,0.36245063,1000
719,soldier_caught,0,23,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.4613026,3.1946514,1000
720,intercepted,1,29,1,11,29,12.0,18.0,15.0,2.5,2.0,2.326651,0.9057543,1000
721,unsafe_intercept,0,12,1,11,-1,12.0,18.0,15.0,2.5,2.0,2.7806838,2.052748,1000
722,soldier_caught,0,16,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.8220866,4.77201,1000
723,unsafe_intercept,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,3.0416317,2.3101907,1000
724,soldier_caught,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.554568,1.0107311,1000
725,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,8.919077,1.4835482,1000
726,intercepted,1,9,1,7,9,12.0,18.0,15.0,2.5,2.0,10.811142,1.8046155,1000
727,unsafe_intercept,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.9112875,2.3940747,1000
728,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,10.707956,1.6808051,1000
729,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,10.084958,2.0705707,1000
730,soldier_caught,0,11,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.7729731,3.6271408,1000
731,unsafe_intercept,0,20,1,17,-1,12.0,18.0,15.0,2.5,2.0,3.0126252,1.9681455,1000
732,intercepted,1,24,1,11,24,12.0,18.0,15.0,2.5,2.0,2.5626314,1.7860522,1000
733,intercepted,1,13,1,9,13,12.0,18.0,15.0,2.5,2.0,4.8064423,1.5196302,1000
734,intercepted,1,48,1,15,48,12.0,18.0,15.0,2.5,2.0,2.145719,1.9836498,1000
735,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,10.892687,0.83747023,1000
736,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,5.9084096,1.9172952,1000
737,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,7.696814,2.4213414,1000
738,intercepted,1,40,1,9,40,12.0,18.0,15.0,2.5,2.0,2.3927639,0.9865863,1000
739,soldier_caught,0,10,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.6083726,3.491304,1000
740,intercepted,1,23,1,9,23,12.0,18.0,15.0,2.5,2.0,3.0217206,1.5147007,1000
741,intercepted,1,23,1,9,23,12.0,18.0,15.0,2.5,2.0,2.7900074,2.29657,1000
742,soldier_caught,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.5250661,3.2304442,1000
743,intercepted,1,25,1,23,25,12.0,18.0,15.0,2.5,2.0,9.218609,1.5450642,1000
744,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,12.234042,1.9666709,1000
745,intercepted,1,14,1,10,14,12.0,18.0,15.0,2.5,2.0,3.9281166,1.8940641,1000
746,unsafe_intercept,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,3.1728175,2.10164,1000
747,soldier_caught,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.9908392,6.190536,1000
748,intercepted,1,17,1,7,17,12.0,18.0,15.0,2.5,2.0,2.5674589,0.6941209,1000
749,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,10.757234,1.5601729,1000
750,intercepted,1,18,1,15,18,12.0,18.0,15.0,2.5,2.0,7.963694,1.9382917,1000
751,soldier_caught,0,11,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.9524422,4.362105,1000
752,soldier_caught,0,10,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.6318657,7.462603,1000
753,soldier_caught,0,21,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.267434,2.5780642,1000
754,soldier_caught,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.42518756,3.5994635,1000
755,soldier_caught,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.846481,3.1424222,1000
756,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,4.5580263,2.1092665,1000
757,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,8.0697775,0.9693061,1000
758,intercepted,1,21,1,8,21,12.0,18.0,15.0,2.5,2.0,2.336585,1.9988972,1000
759,intercepted,1,14,1,9,14,12.0,18.0,15.0,2.5,2.0,4.0903378,0.69324964,1000
760,intercepted,1,9,1,6,9,12.0,18.0,15.0,2.5,2.0,13.374315,1.4285016,1000
761,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,4.8655047,1.9389534,1000
762,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,12.333407,0.5606812,1000
763,unsafe_intercept,0,13,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.9014544,1.998713,1000
764,soldier_caught,0,13,1,12,-1,12.0,18.0,15.0,2.5,2.0,0.1648949,4.85776,1000
765,soldier_caught,0,28,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.9636247,3.3019636,1000
766,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,7.024566,2.0931437,1000
767,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,4.4075274,0.63903356,1000
768,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,5.061992,1.6635857,1000
769,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,15.914921,2.3257556,1000
770,intercepted,1,26,1,8,26,12.0,18.0,15.0,2.5,2.0,2.542479,2.4235952,1000
771,intercepted,1,14,1,10,14,12.0,18.0,15.0,2.5,2.0,2.1714659,0.78386945,1000
772,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.3703182,4.530245,1000
773,intercepted,1,16,1,11,16,12.0,18.0,15.0,2.5,2.0,2.1350324,1.833581,1000
774,soldier_caught,0,19,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.189803,2.8136427,1000
775,intercepted,1,10,1,7,10,12.0,18.0,15.0,2.5,2.0,4.1460094,0.2579439,1000
776,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,6.730238,1.1124595,1000
777,intercepted,1,9,1,6,9,12.0,18.0,15.0,2.5,2.0,9.530002,2.4215508,1000
778,intercepted,1,29,1,11,29,12.0,18.0,15.0,2.5,2.0,3.069829,2.1228237,1000
779,soldier_caught,0,29,1,18,-1,12.0,18.0,15.0,2.5,2.0,1.6188973,2.8804014,1000
780,intercepted,1,8,1,7,8,12.0,18.0,15.0,2.5,2.0,5.311164,2.2757359,1000
781,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,9.318634,0.87039,1000
782,intercepted,1,16,1,10,16,12.0,18.0,15.0,2.5,2.0,2.381062,1.2376044,1000
783,intercepted,1,8,1,6,8,12.0,18.0,15.0,2.5,2.0,13.920275,1.5007037,1000
784,unsafe_intercept,0,12,1,7,-1,12.0,18.0,15.0,2.5,2.0,2.9318864,1.6066284,1000
785,intercepted,1,20,1,12,20,12.0,18.0,15.0,2.5,2.0,3.7893846,2.4217541,1000
786,intercepted,1,22,1,21,22,12.0,18.0,15.0,2.5,2.0,9.43833,0.79243904,1000
787,intercepted,1,9,1,7,9,12.0,18.0,15.0,2.5,2.0,4.8051925,2.3592217,1000
788,soldier_caught,0,30,1,14,-1,12.0,18.0,15.0,2.5,2.0,0.6685613,3.2020264,1000
789,intercepted,1,14,1,10,14,12.0,18.0,15.0,2.5,2.0,2.5782335,1.5050973,1000
790,intercepted,1,15,1,11,15,12.0,18.0,15.0,2.5,2.0,4.1576085,2.2088704,1000
791,soldier_caught,0,20,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.1185871,3.0156205,1000
792,soldier_caught,0,12,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.2274672,2.9401796,1000
793,soldier_caught,0,13,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.3294307,2.7667377,1000
794,unsafe_intercept,0,22,1,12,-1,12.0,18.0,15.0,2.5,2.0,2.6083457,1.3897004,1000
795,soldier_caught,0,27,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.9837948,2.5150225,1000
796,soldier_caught,0,30,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.1328945,2.7264752,1000
797,unsafe_intercept,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,3.418126,2.2200668,1000
798,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,10.272869,2.155405,1000
799,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.98596954,5.50819,1000
800,intercepted,1,20,1,17,20,12.0,18.0,15.0,2.5,2.0,5.176901,1.7764558,1000
801,soldier_caught,0,13,1,11,-1,12.0,18.0,15.0,2.5,2.0,0.3493549,6.2227793,1000
802,soldier_caught,0,20,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.8611983,3.377344,1000
803,soldier_caught,0,16,1,6,-1,12.0,18.0,15.0,2.5,2.0,1.6375101,3.390702,1000
804,unsafe_intercept,0,32,1,12,-1,12.0,18.0,15.0,2.5,2.0,2.2641935,2.496044,1000
805,soldier_caught,0,19,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.7909104,4.8513546,1000
