seed,outcome,success,episode_length,detected,detection_time,intercept_time,enemy_speed,defender_speed,detection_radius,intercept_radius,threat_radius,min_enemy_soldier_dist,min_defender_enemy_dist,num_episodes,mean_tracking_error,final_tracking_error,policy_name
551,soldier_caught,0,19,1,11,-1,12.0,18.0,15.0,2.5,2.0,0.6987374,2.54901,1000,2.180559986167484,2.1344223022460938,kalman_baseline
552,soldier_caught,0,16,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.9917868,3.5889492,1000,2.177530965634755,3.7847278118133545,kalman_baseline
553,intercepted,1,27,1,10,27,12.0,18.0,15.0,2.5,2.0,2.9390442,0.4150892,1000,2.9976901552743382,3.5228381156921387,kalman_baseline
554,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,6.096463,1.8704507,1000,1.0793626248836516,1.9822328090667725,kalman_baseline
555,soldier_caught,0,17,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.5594524,4.275147,1000,2.0501302003860475,3.001734495162964,kalman_baseline
556,intercepted,1,13,1,7,13,12.0,18.0,15.0,2.5,2.0,2.4111059,2.159062,1000,1.8221373132296972,5.01413106918335,kalman_baseline
557,unsafe_intercept,0,15,1,8,-1,12.0,18.0,15.0,2.5,2.0,2.264294,2.139642,1000,2.1229845881462097,1.753161072731018,kalman_baseline
558,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,7.2681518,2.3507032,1000,0.3393584042787552,0.4559355080127716,kalman_baseline
559,soldier_caught,0,35,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.9317703,2.579328,1000,2.768501507739226,3.5978806018829346,kalman_baseline
560,soldier_caught,0,19,1,16,-1,12.0,18.0,15.0,2.5,2.0,1.8368691,5.2087946,1000,1.4021860361099243,2.8369364738464355,kalman_baseline
561,unsafe_intercept,0,16,1,9,-1,12.0,18.0,15.0,2.5,2.0,3.1021276,2.296143,1000,2.2606178168207407,0.49285832047462463,kalman_baseline
562,soldier_caught,0,16,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.7501128,2.6460433,1000,1.8820475765636988,2.9206557273864746,kalman_baseline
563,soldier_caught,0,19,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.9234697,4.0590787,1000,2.5613755041902717,2.453883409500122,kalman_baseline
564,intercepted,1,18,1,8,18,12.0,18.0,15.0,2.5,2.0,2.4987395,1.4178745,1000,2.451510239731182,2.2812023162841797,kalman_baseline
565,soldier_caught,0,11,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.8895421,4.990843,1000,1.2385056167840958,1.9140722751617432,kalman_baseline
566,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,7.538672,1.424097,1000,0.5574944019317627,0.6106877326965332,kalman_baseline
567,intercepted,1,16,1,10,16,12.0,18.0,15.0,2.5,2.0,2.01046,1.2676982,1000,1.7531786688736506,1.4354749917984009,kalman_baseline
568,soldier_caught,0,22,1,17,-1,12.0,18.0,15.0,2.5,2.0,1.6939002,3.2244678,1000,1.6177930136521657,3.5412282943725586,kalman_baseline
569,soldier_caught,0,25,1,19,-1,12.0,18.0,15.0,2.5,2.0,0.44679216,3.1027796,1000,2.1843628925936565,5.9364142417907715,kalman_baseline
570,intercepted,1,18,1,15,18,12.0,18.0,15.0,2.5,2.0,10.630377,1.8929378,1000,0.8011814653873444,0.6566346287727356,kalman_baseline
571,soldier_caught,0,30,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.6075764,3.4808679,1000,2.7661960795521736,2.3621609210968018,kalman_baseline
572,soldier_caught,0,13,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.9167793,5.3270144,1000,1.1725278720259666,2.7515366077423096,kalman_baseline
573,intercepted,1,18,1,14,18,12.0,18.0,15.0,2.5,2.0,6.172513,1.2287799,1000,1.2815109744668007,2.2681899070739746,kalman_baseline
574,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,9.84975,0.76293874,1000,0.7217472791671753,1.017640471458435,kalman_baseline
575,soldier_caught,0,16,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.8993692,4.6765714,1000,1.7065839873005946,3.510162353515625,kalman_baseline
576,soldier_caught,0,23,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.835645,2.933543,1000,2.642141819000244,3.65568208694458,kalman_baseline
577,soldier_caught,0,37,1,16,-1,12.0,18.0,15.0,2.5,2.0,1.8543727,3.2439177,1000,2.5943649844689802,2.205305576324463,kalman_baseline
578,intercepted,1,46,1,12,46,12.0,18.0,15.0,2.5,2.0,2.6991436,2.1718237,1000,3.2098540255001615,2.5104308128356934,kalman_baseline
579,soldier_caught,0,14,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.7583947,2.9149008,1000,1.372154434521993,2.3035192489624023,kalman_baseline
580,soldier_caught,0,24,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.7317317,3.1921918,1000,3.073911279439926,5.159183502197266,kalman_baseline
581,soldier_caught,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.9501517,2.988866,1000,1.1148831099271774,1.7747530937194824,kalman_baseline
582,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,8.464067,0.8797497,1000,1.1259410679340363,1.2834858894348145,kalman_baseline
583,intercepted,1,18,1,10,18,12.0,18.0,15.0,2.5,2.0,3.0495253,2.4841855,1000,2.1128844883706837,3.56811261177063,kalman_baseline
584,unsafe_intercept,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,3.1330068,1.1921146,1000,1.0348456700642903,0.6010611057281494,kalman_baseline
585,intercepted,1,15,1,11,15,12.0,18.0,15.0,2.5,2.0,14.689992,2.3202422,1000,1.1307578682899475,1.1795122623443604,kalman_baseline
586,intercepted,1,23,1,11,23,12.0,18.0,15.0,2.5,2.0,2.2035542,0.5881799,1000,2.6518080624250264,3.5896551609039307,kalman_baseline
587,soldier_caught,0,21,1,12,-1,12.0,18.0,15.0,2.5,2.0,0.11478898,5.2222834,1000,3.3556753784418105,3.7464327812194824,kalman_baseline
588,soldier_caught,0,22,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.5153506,2.7856555,1000,2.185606151819229,1.881203532218933,kalman_baseline
589,soldier_caught,0,13,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.516847,3.6274555,1000,2.2788482189178465,4.156976699829102,kalman_baseline
590,intercepted,1,13,1,8,13,12.0,18.0,15.0,2.5,2.0,5.893888,1.9152099,1000,1.5340819011131923,3.4181268215179443,kalman_baseline
591,soldier_caught,0,18,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.9242984,3.3213315,1000,1.551266348361969,2.344421148300171,kalman_baseline
592,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,4.599371,0.78255045,1000,1.0191429406404495,0.713667631149292,kalman_baseline
593,intercepted,1,34,1,18,34,12.0,18.0,15.0,2.5,2.0,3.1804235,1.7393559,1000,2.9088889640920303,3.935239315032959,kalman_baseline
594,unsafe_intercept,0,12,1,8,-1,12.0,18.0,15.0,2.5,2.0,2.2399049,1.9585073,1000,1.204850083589554,2.0714478492736816,kalman_baseline
595,soldier_caught,0,28,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.8859962,3.4281392,1000,2.917988940080007,2.3207244873046875,kalman_baseline
596,unsafe_intercept,0,18,1,11,-1,12.0,18.0,15.0,2.5,2.0,2.604927,2.2398183,1000,2.4174772948026657,1.8863487243652344,kalman_baseline
597,intercepted,1,18,1,14,18,12.0,18.0,15.0,2.5,2.0,12.431685,1.1710312,1000,1.3914560794830322,1.735183835029602,kalman_baseline
598,soldier_caught,0,15,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.1218597,2.966517,1000,0.9194645583629608,1.0371705293655396,kalman_baseline
599,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,5.4164605,1.5985916,1000,0.5004751235246658,0.47796937823295593,kalman_baseline
600,soldier_caught,0,30,1,19,-1,12.0,18.0,15.0,2.5,2.0,0.8306727,3.3118224,1000,3.3470359469453492,4.0120697021484375,kalman_baseline
601,intercepted,1,15,1,14,15,12.0,18.0,15.0,2.5,2.0,4.4399443,2.138342,1000,0.7239256948232651,0.48027732968330383,kalman_baseline
602,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,8.62917,1.6375284,1000,0.4481826275587082,0.6281229853630066,kalman_baseline
603,soldier_caught,0,19,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.5372728,2.8197176,1000,2.905003675818443,3.0788681507110596,kalman_baseline
604,intercepted,1,15,1,14,15,12.0,18.0,15.0,2.5,2.0,7.7541013,2.3617072,1000,1.1491444110870361,1.2313718795776367,kalman_baseline
605,unsafe_intercept,0,21,1,10,-1,12.0,18.0,15.0,2.5,2.0,2.755689,1.5781181,1000,2.312250712265571,3.0614418983459473,kalman_baseline
606,soldier_caught,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.9665296,4.090243,1000,1.4983418434858322,3.004030227661133,kalman_baseline
607,soldier_caught,0,10,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.7949334,2.7022636,1000,0.7957280427217484,0.9311128854751587,kalman_baseline
608,soldier_caught,0,24,1,16,-1,12.0,18.0,15.0,2.5,2.0,1.2655191,3.4512289,1000,2.184577465057373,2.668853521347046,kalman_baseline
609,intercepted,1,17,1,13,17,12.0,18.0,15.0,2.5,2.0,15.554032,1.8233765,1000,1.0624883681535722,0.8376249074935913,kalman_baseline
610,intercepted,1,9,1,7,9,12.0,18.0,15.0,2.5,2.0,6.1000156,0.32607308,1000,0.7827427486578623,1.534155249595642,kalman_baseline
611,soldier_caught,0,43,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.9807919,3.3482456,1000,3.2142204474657774,2.470440626144409,kalman_baseline
612,soldier_caught,0,13,1,10,-1,12.0,18.0,15.0,2.5,2.0,0.30137378,3.512098,1000,1.6164262294769287,3.1856908798217773,kalman_baseline
613,soldier_caught,0,14,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.1731737,5.9646287,1000,2.0396536350250245,3.4455676078796387,kalman_baseline
614,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,4.028984,0.21858108,1000,0.6568105518817902,0.42456912994384766,kalman_baseline
615,intercepted,1,14,1,10,14,12.0,18.0,15.0,2.5,2.0,4.393878,1.0688839,1000,1.154228800535202,3.295907735824585,kalman_baseline
616,intercepted,1,12,1,12,12,12.0,18.0,15.0,2.5,2.0,8.76684,2.0563207,1000,0.6800385117530823,0.6800385117530823,kalman_baseline
617,soldier_caught,0,14,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.0201141,4.4478197,1000,2.3706425768988475,2.0095598697662354,kalman_baseline
618,intercepted,1,19,1,8,19,12.0,18.0,15.0,2.5,2.0,2.5172892,2.2103186,1000,1.9818953176339467,3.1169354915618896,kalman_baseline
619,soldier_caught,0,14,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.7640113,5.0999565,1000,1.9998937078884669,2.108736038208008,kalman_baseline
620,intercepted,1,17,1,13,17,12.0,18.0,15.0,2.5,2.0,8.352628,1.1860578,1000,1.1230604648590088,2.2857937812805176,kalman_baseline
621,soldier_caught,0,22,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.9861499,2.5733888,1000,2.026602797887542,2.2772340774536133,kalman_baseline
622,soldier_caught,0,18,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.1352625,4.156058,1000,1.7411925146977107,3.5315961837768555,kalman_baseline
623,soldier_caught,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.0757277,4.0733695,1000,0.8858926296234131,0.6260114908218384,kalman_baseline
624,intercepted,1,27,1,15,27,12.0,18.0,15.0,2.5,2.0,2.042217,2.4775217,1000,2.0908871040894437,2.592930793762207,kalman_baseline
625,intercepted,1,8,1,7,8,12.0,18.0,15.0,2.5,2.0,12.6792345,0.8943648,1000,1.1458795666694641,1.0648165941238403,kalman_baseline
626,soldier_caught,0,18,1,12,-1,12.0,18.0,15.0,2.5,2.0,0.974596,4.458498,1000,2.003589155418532,3.7745890617370605,kalman_baseline
627,intercepted,1,10,1,7,10,12.0,18.0,15.0,2.5,2.0,5.657795,2.2038982,1000,1.2026866301894188,2.6777100563049316,kalman_baseline
628,soldier_caught,0,18,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.8343248,4.026105,1000,1.818781280517578,1.368248701095581,kalman_baseline
629,soldier_caught,0,20,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.6723317,2.9345074,1000,2.1672008029288716,2.9304044246673584,kalman_baseline
630,soldier_caught,0,41,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.4550878,2.875716,1000,3.3946976291722266,1.6728596687316895,kalman_baseline
631,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,4.0242205,2.2869937,1000,0.6329600314299265,0.3499396741390228,kalman_baseline
632,soldier_caught,0,12,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.2863058,3.679587,1000,1.5191818594932556,3.6053247451782227,kalman_baseline
633,intercepted,1,24,1,7,24,12.0,18.0,15.0,2.5,2.0,3.0874488,1.1938434,1000,2.908376309606764,3.416097402572632,kalman_baseline
634,intercepted,1,16,1,12,16,12.0,18.0,15.0,2.5,2.0,3.5784726,1.969273,1000,1.5582116365432739,2.9781711101531982,kalman_baseline
635,soldier_caught,0,17,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.9931514,4.847029,1000,1.2472869455814362,1.6880958080291748,kalman_baseline
636,soldier_caught,0,30,1,13,-1,12.0,18.0,15.0,2.5,2.0,0.5581535,3.2681093,1000,2.9116087522771625,3.480722188949585,kalman_baseline
637,soldier_caught,0,13,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.5776823,5.4479012,1000,0.9845533072948456,0.6244913935661316,kalman_baseline
638,unsafe_intercept,0,19,1,7,-1,12.0,18.0,15.0,2.5,2.0,2.4441624,1.301158,1000,1.91727238205763,2.264127016067505,kalman_baseline
639,unsafe_intercept,0,21,1,13,-1,12.0,18.0,15.0,2.5,2.0,2.3313086,0.29574263,1000,2.1327465689844556,1.4087395668029785,kalman_baseline
640,intercepted,1,18,1,17,18,12.0,18.0,15.0,2.5,2.0,5.181885,2.3857012,1000,0.7749847918748856,0.4882562458515167,kalman_baseline
641,unsafe_intercept,0,23,1,12,-1,12.0,18.0,15.0,2.5,2.0,2.026729,1.5390129,1000,2.4600111792484918,2.73165225982666,kalman_baseline
642,unsafe_intercept,0,20,1,17,-1,12.0,18.0,15.0,2.5,2.0,3.4239304,1.5397022,1000,1.2132899016141891,3.463637351989746,kalman_baseline
643,soldier_caught,0,14,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.7724181,4.029912,1000,1.6703552802403767,4.021688938140869,kalman_baseline
644,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.646073,2.713703,1000,0.5637224713961283,0.6485252380371094,kalman_baseline
645,intercepted,1,16,1,10,16,12.0,18.0,15.0,2.5,2.0,4.146471,2.4677327,1000,2.7128017927919115,5.426137924194336,kalman_baseline
646,soldier_caught,0,12,1,8,-1,12.0,18.0,15.0,2.5,2.0,0.9560639,4.224377,1000,1.6654869675636292,3.7588775157928467,kalman_baseline
647,soldier_caught,0,17,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.0920837,6.311862,1000,1.1573550775647163,2.109952926635742,kalman_baseline
648,soldier_caught,0,27,1,12,-1,12.0,18.0,15.0,2.5,2.0,0.3993813,3.612072,1000,2.583741944283247,2.4810545444488525,kalman_baseline
649,soldier_caught,0,42,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.463805,3.1061966,1000,2.5729077979922295,1.983062744140625,kalman_baseline
650,unsafe_intercept,0,13,1,7,-1,12.0,18.0,15.0,2.5,2.0,2.21929,1.973203,1000,1.486014804669789,0.3197098672389984,kalman_baseline
651,soldier_caught,0,29,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.197118,2.7808502,1000,2.432294821739197,2.473224639892578,kalman_baseline
652,soldier_caught,0,15,1,11,-1,12.0,18.0,15.0,2.5,2.0,0.77932614,2.4866598,1000,1.1784670233726502,2.6910109519958496,kalman_baseline
653,soldier_caught,0,23,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.7964944,4.8784375,1000,1.787040039896965,2.7722885608673096,kalman_baseline
654,soldier_caught,0,17,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.8328611,6.021982,1000,1.1660790741443634,0.8345674276351929,kalman_baseline
655,soldier_caught,0,25,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.838241,5.4075975,1000,3.2731730714440346,3.337738275527954,kalman_baseline
656,intercepted,1,50,1,10,50,12.0,18.0,15.0,2.5,2.0,2.5693343,0.52711785,1000,3.0796529389009244,3.192173480987549,kalman_baseline
657,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,3.6392472,1.6444068,1000,0.6382731944322586,0.49121150374412537,kalman_baseline
658,intercepted,1,16,1,15,16,12.0,18.0,15.0,2.5,2.0,8.051045,2.1786797,1000,0.8332594931125641,0.9504371881484985,kalman_baseline
659,soldier_caught,0,18,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.1506504,1.5588614,1000,0.8095129013061524,0.32697516679763794,kalman_baseline
660,intercepted,1,23,1,19,23,12.0,18.0,15.0,2.5,2.0,10.461512,2.2169065,1000,1.2593879103660583,2.1371212005615234,kalman_baseline
661,soldier_caught,0,16,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.3552932,3.0718627,1000,2.2217045511518205,5.831021308898926,kalman_baseline
662,intercepted,1,25,1,15,25,12.0,18.0,15.0,2.5,2.0,3.150872,1.0349727,1000,2.430602653460069,3.272395133972168,kalman_baseline
663,intercepted,1,27,1,12,27,12.0,18.0,15.0,2.5,2.0,2.2296417,2.1348772,1000,2.428832735866308,2.0253958702087402,kalman_baseline
664,intercepted,1,27,1,10,27,12.0,18.0,15.0,2.5,2.0,2.0644288,1.6078516,1000,2.7343344307608075,1.5440012216567993,kalman_baseline
665,intercepted,1,35,1,11,35,12.0,18.0,15.0,2.5,2.0,2.8445687,2.058806,1000,2.7244914674758913,2.0540149211883545,kalman_baseline
666,soldier_caught,0,29,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.9456359,3.9575782,1000,2.2229225462988804,1.7970043420791626,kalman_baseline
667,soldier_caught,0,21,1,11,-1,12.0,18.0,15.0,2.5,2.0,0.66386414,3.6186087,1000,2.3912799141623755,3.7381603717803955,kalman_baseline
668,intercepted,1,20,1,7,20,12.0,18.0,15.0,2.5,2.0,2.9083104,1.9449248,1000,2.7665441227810725,3.7442119121551514,kalman_baseline
669,intercepted,1,35,1,15,35,12.0,18.0,15.0,2.5,2.0,2.3884728,2.4297645,1000,2.641699189231509,2.097391366958618,kalman_baseline
670,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,6.331579,1.5345086,1000,1.1359217166900635,0.5122828483581543,kalman_baseline
671,intercepted,1,16,1,11,16,12.0,18.0,15.0,2.5,2.0,5.906445,1.9155108,1000,1.8645870337883632,4.24497127532959,kalman_baseline
672,soldier_caught,0,16,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.1644319,3.0940354,1000,2.3270796404944525,1.4201774597167969,kalman_baseline
673,intercepted,1,19,1,8,19,12.0,18.0,15.0,2.5,2.0,2.4140267,2.1472158,1000,2.8024374519785247,4.600159168243408,kalman_baseline
674,intercepted,1,21,1,17,21,12.0,18.0,15.0,2.5,2.0,12.6235,2.1219957,1000,1.1633313119411468,2.682673454284668,kalman_baseline
675,soldier_caught,0,24,1,12,-1,12.0,18.0,15.0,2.5,2.0,0.7912209,3.2246845,1000,2.543078437447548,3.2615749835968018,kalman_baseline
676,unsafe_intercept,0,11,1,10,-1,12.0,18.0,15.0,2.5,2.0,3.397467,1.540699,1000,0.3033660352230072,0.10293638706207275,kalman_baseline
677,intercepted,1,11,1,7,11,12.0,18.0,15.0,2.5,2.0,11.106842,1.8698597,1000,0.6987657159566879,0.9079661965370178,kalman_baseline
678,soldier_caught,0,14,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.8734933,3.742639,1000,1.9728510166917528,2.169363260269165,kalman_baseline
679,intercepted,1,16,1,12,16,12.0,18.0,15.0,2.5,2.0,9.839889,2.3301818,1000,1.4127546221017837,3.1203317642211914,kalman_baseline
680,intercepted,1,15,1,14,15,12.0,18.0,15.0,2.5,2.0,8.934886,1.7716482,1000,0.9214152097702026,1.2286159992218018,kalman_baseline
681,intercepted,1,29,1,11,29,12.0,18.0,15.0,2.5,2.0,2.177052,1.7432994,1000,2.8391427742807487,1.9198815822601318,kalman_baseline
682,soldier_caught,0,21,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.1899067,2.8102756,1000,2.845983440677325,2.398674249649048,kalman_baseline
683,intercepted,1,15,1,12,15,12.0,18.0,15.0,2.5,2.0,5.7939496,1.8476983,1000,0.9616192281246185,1.0279314517974854,kalman_baseline
684,soldier_caught,0,15,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.8838978,2.2373393,1000,2.3084501326084137,5.081611156463623,kalman_baseline
685,intercepted,1,17,1,10,17,12.0,18.0,15.0,2.5,2.0,2.5095208,1.9629377,1000,2.0631097555160522,3.2723400592803955,kalman_baseline
686,soldier_caught,0,35,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.9474802,3.3191373,1000,2.894488065242767,3.959111452102661,kalman_baseline
687,intercepted,1,23,1,11,23,12.0,18.0,15.0,2.5,2.0,2.262088,1.3642104,1000,3.00100523691911,2.3870480060577393,kalman_baseline
688,soldier_caught,0,11,1,7,-1,12.0,18.0,15.0,2.5,2.0,0.60370064,3.292187,1000,1.2870306730270387,2.4052138328552246,kalman_baseline
689,unsafe_intercept,0,30,1,10,-1,12.0,18.0,15.0,2.5,2.0,2.9786687,1.1170805,1000,2.9472660535857793,2.13029146194458,kalman_baseline
690,intercepted,1,18,1,12,18,12.0,18.0,15.0,2.5,2.0,4.2357693,1.1406741,1000,1.9366637830223357,4.471923351287842,kalman_baseline
691,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.486295,3.7646346,1000,0.9365802605946859,1.5232943296432495,kalman_baseline
692,unsafe_intercept,0,19,1,13,-1,12.0,18.0,15.0,2.5,2.0,3.2907844,1.6516263,1000,1.8703722996371133,2.025420904159546,kalman_baseline
693,soldier_caught,0,24,1,16,-1,12.0,18.0,15.0,2.5,2.0,0.8691269,3.26915,1000,2.306447518368562,2.896355390548706,kalman_baseline
694,intercepted,1,16,1,10,16,12.0,18.0,15.0,2.5,2.0,3.225043,1.3086942,1000,2.622691418443407,4.120689392089844,kalman_baseline
695,soldier_caught,0,22,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.9129552,1.5673361,1000,2.1238651321484494,1.44678795337677,kalman_baseline
696,intercepted,1,15,1,10,15,12.0,18.0,15.0,2.5,2.0,5.542422,0.36813825,1000,2.1224170674880347,4.638126850128174,kalman_baseline
697,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,8.905877,2.3991344,1000,1.0984620451927185,1.000460147857666,kalman_baseline
698,soldier_caught,0,11,1,7,-1,12.0,18.0,15.0,2.5,2.0,0.7457677,2.7396164,1000,1.1477887511253357,0.7399045825004578,kalman_baseline
699,intercepted,1,15,1,10,15,12.0,18.0,15.0,2.5,2.0,2.119493,1.1677245,1000,2.200595438480377,4.2283244132995605,kalman_baseline
700,intercepted,1,17,1,8,17,12.0,18.0,15.0,2.5,2.0,2.8067927,2.4174397,1000,2.5932131484150887,1.0607229471206665,kalman_baseline
701,intercepted,1,26,1,15,26,12.0,18.0,15.0,2.5,2.0,2.4937801,2.334199,1000,2.8831560909748077,3.3280487060546875,kalman_baseline
702,intercepted,1,17,1,13,17,12.0,18.0,15.0,2.5,2.0,5.688312,2.17198,1000,1.6273595988750458,2.402165412902832,kalman_baseline
703,soldier_caught,0,40,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.6201055,3.1713116,1000,2.741747264204354,1.8242290019989014,kalman_baseline
704,soldier_caught,0,23,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.29441342,3.3886178,1000,2.264901719490687,2.592931032180786,kalman_baseline
705,soldier_caught,0,21,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.9849974,3.602622,1000,2.251222155310891,2.8704781532287598,kalman_baseline
706,soldier_caught,0,28,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.6886792,2.7574139,1000,2.5398111513682773,2.4537930488586426,kalman_baseline
707,intercepted,1,15,1,10,15,12.0,18.0,15.0,2.5,2.0,2.944271,1.8352705,1000,1.79893093307813,2.740868330001831,kalman_baseline
708,soldier_caught,0,20,1,15,-1,12.0,18.0,15.0,2.5,2.0,1.6444448,4.518557,1000,2.236739089091619,3.8326709270477295,kalman_baseline
709,intercepted,1,14,1,10,14,12.0,18.0,15.0,2.5,2.0,3.2637298,2.4628274,1000,2.341398465633392,4.0261406898498535,kalman_baseline
710,intercepted,1,19,1,14,19,12.0,18.0,15.0,2.5,2.0,7.553056,0.25454533,1000,1.359118993083636,4.293481826782227,kalman_baseline
711,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.207806,0.46884093,1000,0.709141194820404,1.1505917310714722,kalman_baseline
712,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,4.638763,1.507201,1000,0.45997387170791626,0.4593663811683655,kalman_baseline
713,unsafe_intercept,0,11,1,10,-1,12.0,18.0,15.0,2.5,2.0,2.7039967,0.43965462,1000,0.6520837843418121,0.44079792499542236,kalman_baseline
714,soldier_caught,0,24,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.9430733,0.8591636,1000,2.2923585548996925,2.129866600036621,kalman_baseline
715,intercepted,1,13,1,9,13,12.0,18.0,15.0,2.5,2.0,7.656544,1.676737,1000,1.234180811047554,2.3614938259124756,kalman_baseline
716,soldier_caught,0,33,1,18,-1,12.0,18.0,15.0,2.5,2.0,0.9569457,3.6311638,1000,2.9525990691035986,1.7422146797180176,kalman_baseline
717,soldier_caught,0,17,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.1642072,2.721957,1000,2.40477626853519,2.0217487812042236,kalman_baseline
718,intercepted,1,19,1,17,19,12.0,18.0,15.0,2.5,2.0,5.7387896,1.8645407,1000,0.9179024696350098,1.6940433979034424,kalman_baseline
719,soldier_caught,0,16,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.6392175,3.2632184,1000,2.1962692856788637,1.1317648887634277,kalman_baseline
720,soldier_caught,0,18,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.3890586,2.9112542,1000,2.291389286518097,3.3901944160461426,kalman_baseline
721,soldier_caught,0,18,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.0314069,3.1413465,1000,2.850893664360046,2.5153794288635254,kalman_baseline
722,soldier_caught,0,14,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.5464655,2.5829504,1000,1.1864278316497803,1.6751331090927124,kalman_baseline
723,unsafe_intercept,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,3.0416317,1.8083,1000,0.40383996069431305,0.07934509217739105,kalman_baseline
724,unsafe_intercept,0,15,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.1792877,1.27079,1000,2.0981737013374056,5.319443702697754,kalman_baseline
725,intercepted,1,17,1,9,17,12.0,18.0,15.0,2.5,2.0,2.2562394,1.2720491,1000,1.800697882970174,2.6695244312286377,kalman_baseline
726,soldier_caught,0,19,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.8099781,3.8195634,1000,2.6897006978591285,1.7065683603286743,kalman_baseline
